Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
21,0.3446,0.432,0.8486,0.8082,0.9243,0.8847,0.8257,0.7824,0.8538,0.8167,0.8838,0.8541,0.9133,0.8685,0.9133,0.8685
22,0.3362,0.4409,0.8524,0.8032,0.9282,0.8841,0.8315,0.767,0.8569,0.8157,0.8839,0.8711,0.9173,0.8668,0.9173,0.8669
23,0.3257,0.412,0.8596,0.8192,0.9328,0.8977,0.8372,0.8061,0.8641,0.823,0.8929,0.8405,0.9232,0.8814,0.9232,0.8817
24,0.3154,0.4239,0.8637,0.8204,0.938,0.8952,0.8433,0.8063,0.8676,0.8244,0.8934,0.8434,0.9304,0.8764,0.9304,0.8765
25,0.2975,0.4277,0.8703,0.8107,0.9444,0.8927,0.8486,0.8015,0.8742,0.8136,0.9014,0.826,0.9374,0.8798,0.9374,0.8799
26,0.2906,0.4043,0.8758,0.8301,0.9469,0.9041,0.8558,0.8079,0.8792,0.836,0.9039,0.8662,0.9403,0.889,0.9403,0.8891
27,0.2778,0.4231,0.8816,0.8264,0.9517,0.8992,0.8615,0.8066,0.8848,0.8319,0.9095,0.8589,0.9463,0.8858,0.9463,0.8858
28,0.2673,0.4079,0.8884,0.8272,0.9552,0.9044,0.8699,0.8082,0.8912,0.8324,0.9135,0.858,0.9496,0.8908,0.9496,0.8908
29,0.2559,0.433,0.8915,0.8242,0.9593,0.9004,0.8748,0.7976,0.8939,0.8318,0.9138,0.8691,0.9555,0.8887,0.9555,0.8888
30,0.2518,0.4166,0.8966,0.8242,0.9605,0.9074,0.8773,0.8299,0.8992,0.8228,0.9221,0.8158,0.9563,0.8942,0.9563,0.8942
31,0.2411,0.4191,0.8999,0.8337,0.9633,0.9086,0.8827,0.8089,0.9021,0.8402,0.9223,0.874,0.9588,0.8931,0.9588,0.8932
32,0.2373,0.434,0.9025,0.8356,0.9651,0.907,0.8861,0.8093,0.9046,0.8424,0.9238,0.8783,0.9621,0.8903,0.9621,0.8904
33,0.2311,0.4158,0.9036,0.8347,0.9668,0.9087,0.8872,0.8274,0.9056,0.8365,0.9248,0.8459,0.9641,0.8961,0.9641,0.8962
34,0.217,0.4474,0.9111,0.8276,0.9709,0.9055,0.897,0.7889,0.9126,0.8385,0.9288,0.8948,0.9691,0.8908,0.9691,0.8909
35,0.214,0.4048,0.9114,0.8361,0.9715,0.9109,0.8982,0.7962,0.9128,0.8465,0.928,0.9035,0.9696,0.8963,0.9696,0.8964
36,0.2094,0.412,0.9141,0.8434,0.9727,0.911,0.9008,0.8334,0.9155,0.8457,0.9307,0.8585,0.9705,0.8932,0.9705,0.8933
37,0.2041,0.4162,0.9181,0.8456,0.9741,0.9141,0.9049,0.8192,0.9194,0.8518,0.9343,0.8871,0.9719,0.8977,0.9719,0.8978
38,0.1934,0.4408,0.9212,0.8458,0.9767,0.9175,0.9081,0.8345,0.9225,0.8484,0.9374,0.8628,0.9746,0.9076,0.9746,0.9076
39,0.1923,0.4324,0.9229,0.8412,0.9773,0.9162,0.9111,0.8247,0.924,0.8452,0.9374,0.8667,0.9758,0.9031,0.9758,0.9033
40,0.1795,0.4576,0.9269,0.8373,0.9799,0.9108,0.9144,0.8372,0.928,0.8374,0.942,0.8376,0.9787,0.8958,0.9787,0.8959
41,0.1344,0.4187,0.9477,0.8659,0.9889,0.9301,0.9384,0.8508,0.9483,0.8688,0.9584,0.8875,0.9883,0.9166,0.9883,0.9166
42,0.0962,0.4575,0.9642,0.8638,0.9944,0.9298,0.9571,0.8499,0.9644,0.8664,0.9719,0.8837,0.9942,0.9175,0.9942,0.9175
43,0.0872,0.4635,0.9656,0.8628,0.9955,0.9307,0.9578,0.8536,0.9659,0.8646,0.974,0.8759,0.9954,0.9188,0.9954,0.9188
44,0.0845,0.4594,0.9666,0.8667,0.9956,0.9323,0.9598,0.8577,0.9669,0.8684,0.9741,0.8793,0.9955,0.9211,0.9955,0.9212
45,0.0816,0.4925,0.9693,0.8642,0.9959,0.932,0.9632,0.865,0.9695,0.8641,0.9758,0.8633,0.9958,0.9212,0.9958,0.9212
46,0.0751,0.4615,0.9729,0.8601,0.9966,0.9303,0.9682,0.8437,0.973,0.8634,0.9778,0.8841,0.9966,0.919,0.9966,0.919
47,0.0724,0.4987,0.9736,0.8635,0.9968,0.933,0.9677,0.8459,0.9737,0.8669,0.9798,0.889,0.9967,0.922,0.9967,0.922
48,0.0684,0.5176,0.9744,0.8645,0.9972,0.9311,0.9701,0.8524,0.9746,0.8668,0.9791,0.8817,0.9971,0.9212,0.9971,0.9211
49,0.0748,0.481,0.9727,0.8645,0.9965,0.9326,0.968,0.8588,0.9728,0.8656,0.9777,0.8725,0.9965,0.9235,0.9965,0.9235
50,0.0695,0.5206,0.9743,0.8608,0.997,0.9274,0.9705,0.8497,0.9744,0.8631,0.9784,0.8769,0.9969,0.9157,0.9969,0.9158
51,0.0702,0.529,0.9739,0.8684,0.997,0.9298,0.9695,0.8496,0.974,0.8718,0.9785,0.8953,0.9969,0.9169,0.9969,0.9167
52,0.0712,0.4988,0.9744,0.8647,0.9968,0.9294,0.9703,0.8479,0.9745,0.868,0.9787,0.889,0.9967,0.9178,0.9967,0.9176
53,0.0658,0.5453,0.9759,0.8599,0.9974,0.928,0.9725,0.8414,0.9759,0.8636,0.9794,0.8871,0.9974,0.917,0.9974,0.917
54,0.0635,0.5777,0.9774,0.8592,0.9975,0.9294,0.9743,0.8415,0.9775,0.8627,0.9807,0.8851,0.9974,0.92,0.9974,0.92
55,0.0625,0.5474,0.9772,0.8604,0.9975,0.9277,0.974,0.8393,0.9773,0.8646,0.9805,0.8914,0.9973,0.9148,0.9973,0.9148
56,0.0693,0.5487,0.9758,0.8613,0.9969,0.9281,0.9727,0.8545,0.9759,0.8627,0.9791,0.8711,0.9969,0.9149,0.9969,0.9149
57,0.0629,0.5441,0.9778,0.8672,0.9974,0.9299,0.9747,0.8565,0.9779,0.8691,0.9811,0.8822,0.9973,0.9179,0.9973,0.9179
58,0.058,0.533,0.9794,0.8681,0.9978,0.9342,0.9759,0.8547,0.9795,0.8706,0.9832,0.8871,0.9977,0.9225,0.9977,0.9225
59,0.0593,0.5813,0.9781,0.8618,0.9978,0.9297,0.975,0.8493,0.9782,0.8643,0.9814,0.8798,0.9977,0.9172,0.9977,0.917
60,0.0558,0.5326,0.9792,0.8633,0.9981,0.9295,0.9764,0.8564,0.9793,0.8646,0.9822,0.873,0.9981,0.9169,0.9981,0.917
61,0.0616,0.5716,0.9776,0.857,0.9975,0.929,0.9738,0.8349,0.9777,0.8616,0.9816,0.89,0.9975,0.9175,0.9975,0.9173
62,0.0576,0.5701,0.9795,0.8655,0.9979,0.9317,0.9769,0.8449,0.9795,0.8694,0.9822,0.8953,0.9978,0.9195,0.9978,0.9194
63,0.0558,0.5734,0.9801,0.8628,0.998,0.9297,0.977,0.8512,0.9802,0.865,0.9834,0.8793,0.9979,0.9168,0.9979,0.9166
64,0.054,0.5793,0.9809,0.8604,0.9981,0.9285,0.9786,0.839,0.981,0.8647,0.9834,0.8919,0.998,0.9162,0.998,0.9162
65,0.0538,0.5832,0.981,0.864,0.998,0.9312,0.9783,0.8542,0.981,0.8659,0.9838,0.8778,0.9979,0.9206,0.9979,0.9205
66,0.053,0.5757,0.9813,0.8662,0.9981,0.9316,0.9787,0.8433,0.9814,0.8705,0.9841,0.8997,0.998,0.9198,0.998,0.9196
67,0.0536,0.5829,0.9819,0.863,0.9981,0.9297,0.9791,0.852,0.982,0.8652,0.9849,0.8788,0.998,0.9179,0.998,0.9177
68,0.0528,0.5997,0.981,0.865,0.9982,0.931,0.9782,0.8502,0.9811,0.8678,0.9839,0.8861,0.9981,0.9163,0.9981,0.9158
69,0.0497,0.5488,0.9823,0.8662,0.9984,0.9329,0.9803,0.8579,0.9823,0.8678,0.9843,0.8778,0.9984,0.9229,0.9984,0.9227
70,0.0532,0.642,0.981,0.8669,0.9982,0.9309,0.9794,0.8472,0.9811,0.8706,0.9828,0.8953,0.9981,0.9202,0.9981,0.9197
71,0.0508,0.6106,0.9813,0.8611,0.9983,0.9289,0.9792,0.8421,0.9813,0.8649,0.9835,0.889,0.9982,0.9175,0.9982,0.9174
72,0.0492,0.5969,0.9832,0.8616,0.9984,0.9286,0.9812,0.8454,0.9833,0.8648,0.9853,0.8851,0.9984,0.9173,0.9984,0.9172
73,0.0498,0.6042,0.982,0.8616,0.9984,0.9287,0.9805,0.8463,0.982,0.8646,0.9835,0.8837,0.9983,0.9168,0.9983,0.9165
74,0.0507,0.6042,0.9814,0.8604,0.9984,0.9321,0.9804,0.8431,0.9815,0.8638,0.9825,0.8856,0.9984,0.9218,0.9984,0.9211
75,0.0495,0.6141,0.9821,0.8579,0.9984,0.9285,0.9805,0.8355,0.9822,0.8626,0.9838,0.8914,0.9984,0.9177,0.9984,0.9171
76,0.0509,0.6392,0.9822,0.8664,0.9983,0.9339,0.9799,0.8497,0.9822,0.8696,0.9845,0.8905,0.9983,0.9239,0.9983,0.9231
77,0.0529,0.5711,0.9817,0.864,0.9982,0.9331,0.9806,0.8395,0.9818,0.8688,0.983,0.9001,0.9982,0.9221,0.9982,0.9217
78,0.0507,0.5863,0.9823,0.8693,0.9983,0.9336,0.9806,0.8538,0.9824,0.8722,0.9841,0.8914,0.9982,0.92,0.9982,0.9198
79,0.0525,0.5801,0.9811,0.8674,0.9982,0.9306,0.9797,0.8411,0.9812,0.8723,0.9826,0.906,0.9982,0.9176,0.9982,0.9176
80,0.0541,0.6,0.981,0.8676,0.998,0.9328,0.9792,0.8607,0.9811,0.8689,0.9829,0.8774,0.9979,0.9218,0.9979,0.9217
81,0.0362,0.5884,0.987,0.8739,0.9991,0.9384,0.985,0.8627,0.987,0.8759,0.9891,0.8895,0.9991,0.9271,0.9991,0.9266
82,0.0215,0.6191,0.9931,0.8747,0.9997,0.9397,0.9916,0.8616,0.9932,0.8769,0.9947,0.8929,0.9997,0.9295,0.9997,0.9288
83,0.0179,0.6258,0.9939,0.8756,0.9998,0.9401,0.9936,0.8645,0.9939,0.8775,0.9942,0.8909,0.9998,0.9292,0.9998,0.9285
84,0.016,0.6411,0.9952,0.8737,0.9999,0.9399,0.9945,0.8566,0.9952,0.8767,0.9959,0.8977,0.9999,0.9301,0.9999,0.9292
85,0.0156,0.6677,0.9951,0.8756,0.9998,0.9396,0.9949,0.8649,0.9951,0.8775,0.9953,0.8905,0.9998,0.9302,0.9998,0.9294
86,0.0141,0.6799,0.9955,0.8698,0.9999,0.9403,0.9947,0.8526,0.9955,0.873,0.9963,0.8943,0.9999,0.9319,0.9999,0.9312
87,0.0143,0.6623,0.9959,0.8722,0.9999,0.9393,0.995,0.8546,0.9959,0.8754,0.9968,0.8972,0.9999,0.9296,0.9999,0.9287
88,0.0121,0.7008,0.9965,0.8722,0.9999,0.9391,0.9958,0.8539,0.9965,0.8755,0.9972,0.8982,0.9999,0.9309,0.9999,0.9301
89,0.0137,0.7004,0.9961,0.8727,0.9999,0.9406,0.9952,0.8651,0.9961,0.8741,0.997,0.8832,0.9998,0.9333,0.9998,0.9324
90,0.0135,0.6629,0.9963,0.8771,0.9999,0.9413,0.9961,0.8599,0.9963,0.88,0.9965,0.9011,0.9998,0.9326,0.9998,0.9316
91,0.0143,0.6647,0.9955,0.8749,0.9999,0.9399,0.9945,0.8643,0.9955,0.8767,0.9965,0.8895,0.9999,0.931,0.9999,0.93
92,0.0142,0.6604,0.9954,0.8739,0.9999,0.9391,0.995,0.8541,0.9954,0.8774,0.9957,0.9021,0.9999,0.9303,0.9999,0.9295
93,0.0155,0.7261,0.9946,0.8686,0.9998,0.9387,0.9937,0.8579,0.9946,0.8706,0.9955,0.8837,0.9998,0.9299,0.9998,0.9286
94,0.0181,0.6991,0.9938,0.8752,0.9998,0.9391,0.9927,0.861,0.9938,0.8776,0.995,0.8948,0.9998,0.9298,0.9998,0.9288
95,0.0182,0.6746,0.9944,0.8742,0.9997,0.9392,0.994,0.8584,0.9944,0.8769,0.9948,0.8963,0.9997,0.9299,0.9997,0.9289
96,0.0161,0.7062,0.9949,0.8722,0.9998,0.9397,0.9943,0.8516,0.9949,0.8759,0.9955,0.9016,0.9998,0.9313,0.9998,0.93
97,0.0162,0.7112,0.9946,0.8693,0.9998,0.9376,0.9938,0.8581,0.9946,0.8714,0.9953,0.8851,0.9998,0.9277,0.9998,0.9266
98,0.0163,0.7159,0.9948,0.8727,0.9998,0.9383,0.9945,0.86,0.9948,0.875,0.9952,0.8905,0.9998,0.9278,0.9998,0.9266
99,0.0182,0.7047,0.994,0.871,0.9998,0.9397,0.9934,0.8626,0.994,0.8725,0.9945,0.8827,0.9998,0.9312,0.9998,0.9305
100,0.0155,0.7086,0.995,0.8747,0.9998,0.9397,0.9946,0.8585,0.995,0.8775,0.9955,0.8972,0.9998,0.9303,0.9998,0.9289
101,0.0181,0.6715,0.9937,0.873,0.9998,0.9396,0.9927,0.8614,0.9937,0.875,0.9947,0.889,0.9998,0.9321,0.9998,0.9317
102,0.0144,0.7309,0.9953,0.8739,0.9999,0.9399,0.9947,0.8631,0.9953,0.8758,0.9959,0.889,0.9999,0.9297,0.9999,0.9281
103,0.0148,0.6809,0.9953,0.8681,0.9998,0.9382,0.9946,0.8544,0.9953,0.8707,0.9961,0.8875,0.9998,0.9284,0.9998,0.9273
104,0.0181,0.6821,0.9943,0.8735,0.9998,0.9398,0.994,0.8565,0.9943,0.8764,0.9946,0.8972,0.9998,0.9304,0.9998,0.9291
105,0.0177,0.7145,0.994,0.8727,0.9998,0.9401,0.9929,0.856,0.994,0.8757,0.9952,0.8963,0.9998,0.9313,0.9998,0.93
106,0.0179,0.7488,0.9943,0.8669,0.9998,0.9381,0.9935,0.8619,0.9943,0.8679,0.9952,0.874,0.9998,0.9274,0.9998,0.9262
107,0.0183,0.6958,0.9939,0.8735,0.9997,0.9366,0.9938,0.8546,0.9939,0.8768,0.994,0.9001,0.9997,0.9249,0.9997,0.9237
108,0.0182,0.7111,0.9939,0.8727,0.9998,0.9378,0.9937,0.86,0.9939,0.875,0.9941,0.8905,0.9998,0.9264,0.9998,0.9248
109,0.0175,0.737,0.9939,0.8703,0.9998,0.9376,0.9927,0.859,0.9939,0.8723,0.995,0.8861,0.9997,0.9295,0.9997,0.9285
110,0.0155,0.7388,0.9947,0.8744,0.9998,0.9392,0.9941,0.8526,0.9947,0.8782,0.9954,0.9055,0.9998,0.9292,0.9998,0.9271
111,0.0161,0.732,0.9944,0.8713,0.9998,0.9366,0.9936,0.8543,0.9944,0.8743,0.9952,0.8953,0.9998,0.9252,0.9998,0.9235
112,0.0145,0.7313,0.9956,0.8693,0.9999,0.9389,0.9956,0.8531,0.9956,0.8723,0.9957,0.8924,0.9999,0.9301,0.9999,0.9285
113,0.0131,0.7426,0.9961,0.8739,0.9998,0.9374,0.9956,0.8583,0.9961,0.8767,0.9965,0.8958,0.9998,0.9269,0.9998,0.9254
114,0.0138,0.7388,0.9957,0.8722,0.9999,0.9384,0.9955,0.8589,0.9957,0.8746,0.9958,0.8909,0.9999,0.9287,0.9999,0.9273
115,0.0153,0.7558,0.995,0.8725,0.9998,0.9378,0.9944,0.856,0.995,0.8754,0.9956,0.8958,0.9998,0.9275,0.9998,0.9257
116,0.0184,0.7306,0.9936,0.8713,0.9998,0.9371,0.9928,0.8593,0.9936,0.8734,0.9943,0.888,0.9997,0.9254,0.9997,0.9236
117,0.0177,0.7547,0.9938,0.8725,0.9998,0.9367,0.9931,0.8579,0.9938,0.8751,0.9946,0.8929,0.9998,0.9268,0.9998,0.9251
118,0.0206,0.8024,0.9929,0.8701,0.9997,0.9343,0.9923,0.8482,0.9929,0.8741,0.9935,0.9016,0.9997,0.9224,0.9997,0.9204
119,0.0199,0.7673,0.993,0.8749,0.9997,0.938,0.9925,0.865,0.993,0.8766,0.9936,0.8885,0.9997,0.9265,0.9997,0.9243
120,0.0175,0.7849,0.9942,0.8691,0.9997,0.9377,0.9934,0.8521,0.9942,0.8722,0.9949,0.8934,0.9997,0.9292,0.9997,0.9275
121,0.0127,0.7747,0.9959,0.8752,0.9999,0.9406,0.9952,0.857,0.9959,0.8783,0.9965,0.9006,0.9999,0.9318,0.9999,0.9299
122,0.0088,0.8136,0.9972,0.8756,1.0,0.9403,0.9971,0.8598,0.9972,0.8783,0.9972,0.8977,1.0,0.9312,1.0,0.9286
123,0.0069,0.782,0.998,0.8756,1.0,0.9407,0.9974,0.8581,0.998,0.8786,0.9986,0.9001,1.0,0.9308,1.0,0.9285
124,0.0069,0.7983,0.9979,0.8768,1.0,0.9414,0.9977,0.8578,0.9979,0.8801,0.998,0.9035,1.0,0.932,1.0,0.9294
125,0.0058,0.8063,0.9985,0.8756,1.0,0.9409,0.9985,0.8562,0.9985,0.879,0.9986,0.9031,1.0,0.932,1.0,0.9296
126,0.0052,0.8013,0.9989,0.8752,1.0,0.9406,0.9987,0.8577,0.9989,0.8782,0.9991,0.8997,1.0,0.9316,1.0,0.9292
127,0.0074,0.7766,0.9976,0.8752,1.0,0.9409,0.9972,0.8564,0.9976,0.8784,0.9981,0.9016,1.0,0.9327,1.0,0.931
128,0.0065,0.7708,0.9981,0.8759,1.0,0.9416,0.998,0.8612,0.9981,0.8784,0.9983,0.8963,1.0,0.9323,1.0,0.9301
129,0.005,0.8063,0.9986,0.8759,1.0,0.9415,0.9985,0.8595,0.9986,0.8787,0.9986,0.8987,1.0,0.9325,1.0,0.9296
130,0.0061,0.7609,0.9982,0.8805,1.0,0.9422,0.9979,0.8648,0.9982,0.883,0.9985,0.9021,1.0,0.9335,1.0,0.9317
131,0.0055,0.7902,0.9986,0.8773,1.0,0.942,0.9983,0.8633,0.9986,0.8797,0.9988,0.8968,1.0,0.933,1.0,0.9308
132,0.0043,0.7965,0.999,0.8778,1.0,0.9428,0.9991,0.8617,0.999,0.8805,0.999,0.9001,1.0,0.9341,1.0,0.9315
133,0.0049,0.8248,0.9986,0.8805,1.0,0.9415,0.9983,0.8614,0.9986,0.8836,0.999,0.9069,1.0,0.9318,1.0,0.9286
134,0.0056,0.7937,0.9984,0.8771,1.0,0.9409,0.9981,0.8556,0.9984,0.8807,0.9987,0.9074,1.0,0.9315,1.0,0.9289
135,0.0062,0.8117,0.9982,0.8756,1.0,0.9407,0.9976,0.8608,0.9982,0.8782,0.9988,0.8963,1.0,0.9308,1.0,0.9281
136,0.0073,0.8109,0.998,0.8742,0.9999,0.9401,0.9976,0.8587,0.998,0.8769,0.9983,0.8958,0.9999,0.9296,0.9999,0.9269
137,0.0068,0.7897,0.9982,0.8761,1.0,0.9403,0.9981,0.8616,0.9982,0.8786,0.9983,0.8963,1.0,0.9295,1.0,0.927
138,0.0058,0.8115,0.9984,0.8737,1.0,0.9405,0.9983,0.8583,0.9984,0.8764,0.9985,0.8953,1.0,0.9308,1.0,0.928
139,0.005,0.8345,0.9989,0.8747,1.0,0.9407,0.9985,0.8546,0.9989,0.8782,0.9992,0.9031,1.0,0.9318,1.0,0.929
140,0.007,0.7831,0.9975,0.8703,1.0,0.9399,0.9971,0.8501,0.9975,0.874,0.9979,0.8992,1.0,0.9302,1.0,0.9281
141,0.0059,0.824,0.9984,0.872,1.0,0.9407,0.9983,0.8578,0.9984,0.8745,0.9985,0.8919,1.0,0.9314,1.0,0.9287
142,0.0065,0.8359,0.998,0.8722,1.0,0.9398,0.9981,0.8569,0.998,0.875,0.9979,0.8938,1.0,0.9307,1.0,0.9282
143,0.006,0.8612,0.9983,0.8705,1.0,0.9401,0.9981,0.8574,0.9983,0.8729,0.9985,0.889,1.0,0.9304,1.0,0.9266
144,0.007,0.8319,0.9977,0.8749,1.0,0.9403,0.9974,0.8633,0.9977,0.8769,0.998,0.8909,1.0,0.9298,1.0,0.927
145,0.0075,0.8262,0.9975,0.8742,1.0,0.9397,0.9973,0.8581,0.9975,0.877,0.9978,0.8968,1.0,0.9298,1.0,0.9272
146,0.0079,0.829,0.9977,0.8747,0.9999,0.9391,0.9974,0.8582,0.9977,0.8775,0.998,0.8977,0.9999,0.9295,0.9999,0.9268
147,0.0069,0.8253,0.9979,0.8739,1.0,0.9407,0.9976,0.8627,0.9979,0.8759,0.9981,0.8895,1.0,0.9322,1.0,0.9294
148,0.0059,0.8471,0.9983,0.8754,1.0,0.94,0.9981,0.8641,0.9983,0.8773,0.9986,0.8909,1.0,0.9319,1.0,0.9295
149,0.0068,0.8332,0.9978,0.8744,1.0,0.9393,0.9976,0.8625,0.9978,0.8765,0.9979,0.8909,1.0,0.9305,1.0,0.9284
150,0.0059,0.8138,0.9984,0.8768,1.0,0.9405,0.9982,0.8598,0.9984,0.8797,0.9985,0.9006,1.0,0.9316,1.0,0.929
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.758,0.8783,0.9441,0.8606,0.8812,0.9028,0.9359,0.9343
