Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
57,0.0609,0.5222,0.9777,0.8545,0.9977,0.9267,0.9747,0.8342,0.9777,0.8589,0.9807,0.8851,0.9977,0.9148,0.9977,0.9148
58,0.056,0.5978,0.98,0.8545,0.998,0.929,0.9765,0.8536,0.9801,0.8548,0.9836,0.856,0.9979,0.9158,0.9979,0.9156
59,0.0583,0.6027,0.9786,0.8533,0.9978,0.9243,0.9766,0.8341,0.9787,0.8575,0.9807,0.8822,0.9978,0.9117,0.9978,0.9116
60,0.0544,0.6165,0.9797,0.855,0.9981,0.9268,0.9771,0.847,0.9797,0.8567,0.9823,0.8667,0.9981,0.915,0.9981,0.9147
61,0.0596,0.5946,0.9782,0.8514,0.9977,0.9235,0.976,0.8388,0.9783,0.8542,0.9805,0.8701,0.9976,0.9103,0.9976,0.9101
62,0.0582,0.5671,0.9789,0.8558,0.9977,0.9274,0.9771,0.8342,0.979,0.8603,0.9809,0.888,0.9977,0.9165,0.9977,0.9163
63,0.0579,0.5892,0.9792,0.8582,0.9978,0.9295,0.9765,0.8509,0.9793,0.8597,0.9821,0.8686,0.9978,0.9189,0.9978,0.9189
64,0.0562,0.5673,0.9806,0.8519,0.9979,0.9265,0.9791,0.8358,0.9806,0.8554,0.9821,0.8759,0.9978,0.9134,0.9978,0.9132
65,0.0573,0.5817,0.9792,0.8579,0.9978,0.9281,0.9769,0.844,0.9792,0.8608,0.9815,0.8783,0.9978,0.9159,0.9978,0.9155
66,0.0541,0.5547,0.9817,0.8565,0.9979,0.9298,0.9795,0.8451,0.9818,0.8588,0.984,0.873,0.9977,0.9204,0.9977,0.9202
67,0.05,0.5434,0.982,0.8526,0.9984,0.9283,0.9804,0.8342,0.982,0.8566,0.9836,0.8803,0.9983,0.916,0.9983,0.9158
68,0.055,0.5788,0.9812,0.8577,0.998,0.9266,0.9797,0.8376,0.9812,0.8618,0.9828,0.8875,0.9979,0.9141,0.9979,0.9138
69,0.0528,0.5915,0.9814,0.8592,0.9982,0.9318,0.9798,0.8402,0.9815,0.863,0.9832,0.8871,0.9981,0.9228,0.9981,0.9225
70,0.0483,0.5976,0.9829,0.8558,0.9985,0.9277,0.9812,0.8355,0.9829,0.86,0.9846,0.8861,0.9984,0.9153,0.9984,0.9152
71,0.0501,0.5782,0.9826,0.8536,0.9983,0.9307,0.9802,0.8439,0.9827,0.8556,0.9851,0.8677,0.9982,0.9205,0.9982,0.9204
72,0.0449,0.6008,0.984,0.8596,0.9987,0.9306,0.9823,0.8397,0.9841,0.8637,0.9859,0.889,0.9986,0.9189,0.9986,0.9184
73,0.0484,0.5963,0.9827,0.8596,0.9984,0.9303,0.9804,0.8432,0.9827,0.863,0.985,0.8837,0.9983,0.9218,0.9983,0.9216
74,0.043,0.6042,0.9842,0.8565,0.9988,0.9298,0.9832,0.833,0.9842,0.8614,0.9852,0.8919,0.9988,0.9199,0.9988,0.9197
75,0.048,0.5881,0.9829,0.8606,0.9984,0.9311,0.9814,0.8454,0.983,0.8636,0.9846,0.8827,0.9983,0.9217,0.9983,0.9216
76,0.0468,0.6426,0.9834,0.8533,0.9985,0.931,0.9818,0.8347,0.9835,0.8573,0.9851,0.8812,0.9985,0.9221,0.9985,0.9212
77,0.0483,0.5703,0.9824,0.8618,0.9985,0.9313,0.9809,0.8398,0.9824,0.8662,0.9839,0.8943,0.9984,0.9201,0.9984,0.9197
78,0.0494,0.5915,0.9826,0.8536,0.9984,0.9286,0.9811,0.8273,0.9827,0.8593,0.9843,0.8938,0.9984,0.9172,0.9984,0.9167
79,0.043,0.5984,0.9839,0.8613,0.9988,0.9327,0.9831,0.8333,0.9839,0.867,0.9847,0.9035,0.9988,0.9221,0.9988,0.9215
80,0.0434,0.6271,0.9849,0.8594,0.9988,0.9303,0.9831,0.8369,0.985,0.864,0.9868,0.8929,0.9988,0.9221,0.9988,0.9218
81,0.029,0.6219,0.9892,0.8582,0.9995,0.9329,0.9877,0.8368,0.9892,0.8626,0.9908,0.89,0.9995,0.9237,0.9995,0.9229
82,0.0208,0.6377,0.9932,0.8582,0.9997,0.9347,0.9927,0.835,0.9933,0.863,0.9938,0.8929,0.9997,0.9275,0.9997,0.927
83,0.0177,0.6226,0.9941,0.8655,0.9998,0.9367,0.9931,0.843,0.9941,0.8697,0.9952,0.8982,0.9998,0.9295,0.9998,0.9287
84,0.0152,0.6295,0.995,0.8657,0.9999,0.9359,0.9939,0.8437,0.995,0.8699,0.9961,0.8977,0.9999,0.927,0.9999,0.9262
85,0.0143,0.6659,0.9957,0.863,0.9999,0.9367,0.9951,0.8468,0.9957,0.8662,0.9964,0.8866,0.9999,0.929,0.9999,0.9282
86,0.0136,0.6841,0.9962,0.8628,0.9999,0.9374,0.9958,0.848,0.9962,0.8657,0.9966,0.8841,0.9998,0.9307,0.9998,0.9298
87,0.0142,0.6802,0.9955,0.8616,0.9999,0.9356,0.9948,0.8493,0.9955,0.864,0.9962,0.8793,0.9999,0.9273,0.9999,0.9264
88,0.0138,0.7024,0.9959,0.8604,0.9999,0.9348,0.9956,0.8384,0.9959,0.8648,0.9963,0.8929,0.9998,0.9269,0.9998,0.9255
89,0.0142,0.6633,0.9959,0.8667,0.9998,0.9369,0.9953,0.8491,0.9959,0.87,0.9965,0.8919,0.9998,0.9284,0.9998,0.9273
90,0.0133,0.7226,0.9956,0.8669,0.9999,0.9365,0.9948,0.8567,0.9956,0.8688,0.9963,0.8812,0.9999,0.9287,0.9999,0.9275
91,0.0139,0.6989,0.9956,0.8667,0.9999,0.9361,0.9952,0.8517,0.9956,0.8695,0.9961,0.888,0.9999,0.9278,0.9999,0.9269
92,0.0117,0.7229,0.9963,0.8613,0.9999,0.9346,0.9958,0.8485,0.9963,0.8639,0.9967,0.8798,0.9999,0.9257,0.9999,0.9243
93,0.0142,0.7227,0.9956,0.8628,0.9999,0.9367,0.9954,0.8454,0.9956,0.8662,0.9958,0.888,0.9999,0.9288,0.9999,0.9275
94,0.0171,0.7027,0.9945,0.8652,0.9998,0.9363,0.994,0.8506,0.9945,0.868,0.995,0.8861,0.9998,0.9273,0.9998,0.9263
95,0.0146,0.6722,0.995,0.8638,0.9999,0.9365,0.9945,0.8401,0.995,0.8684,0.9956,0.8987,0.9999,0.9287,0.9999,0.9279
96,0.0153,0.7147,0.9949,0.8621,0.9998,0.9344,0.9947,0.85,0.9949,0.8644,0.9951,0.8793,0.9998,0.9243,0.9998,0.9231
97,0.0144,0.7174,0.9954,0.8633,0.9998,0.9332,0.9949,0.8449,0.9954,0.8669,0.9959,0.89,0.9998,0.9229,0.9998,0.9215
98,0.0172,0.6953,0.994,0.8618,0.9998,0.9367,0.9931,0.8477,0.994,0.8646,0.995,0.8822,0.9998,0.9281,0.9998,0.927
99,0.0154,0.6911,0.9952,0.8635,0.9998,0.9387,0.9946,0.8558,0.9952,0.865,0.9958,0.8745,0.9998,0.9308,0.9998,0.9297
100,0.0155,0.6676,0.995,0.8647,0.9998,0.9349,0.9946,0.8385,0.995,0.8698,0.9954,0.9035,0.9998,0.9256,0.9998,0.9245
101,0.016,0.7138,0.9946,0.8657,0.9998,0.9374,0.9936,0.8491,0.9946,0.8688,0.9956,0.8895,0.9998,0.9292,0.9998,0.9281
102,0.0173,0.7124,0.9949,0.8621,0.9998,0.9355,0.9944,0.8487,0.9949,0.8647,0.9954,0.8812,0.9998,0.9256,0.9998,0.9238
103,0.017,0.7315,0.9947,0.8601,0.9998,0.9341,0.9937,0.8399,0.9947,0.8642,0.9958,0.89,0.9998,0.9235,0.9998,0.9217
104,0.0165,0.7328,0.9946,0.8608,0.9998,0.9339,0.994,0.8504,0.9946,0.8629,0.9951,0.8759,0.9998,0.9234,0.9998,0.9217
105,0.0188,0.7078,0.9939,0.8616,0.9997,0.9346,0.9931,0.8467,0.9939,0.8645,0.9948,0.8832,0.9998,0.9261,0.9998,0.925
106,0.0176,0.7137,0.9945,0.8606,0.9998,0.9353,0.9932,0.848,0.9945,0.8631,0.9958,0.8788,0.9998,0.927,0.9998,0.9258
107,0.0164,0.7308,0.9949,0.8599,0.9998,0.9337,0.9943,0.843,0.9949,0.8633,0.9956,0.8846,0.9998,0.9253,0.9998,0.9242
108,0.0154,0.746,0.9951,0.8621,0.9998,0.9351,0.9943,0.8423,0.9951,0.866,0.9958,0.8909,0.9998,0.9272,0.9998,0.926
109,0.0187,0.6895,0.9938,0.863,0.9997,0.9352,0.9932,0.8507,0.9938,0.8654,0.9945,0.8808,0.9998,0.9266,0.9998,0.9257
110,0.0182,0.7585,0.9935,0.8613,0.9998,0.9324,0.9928,0.8453,0.9935,0.8645,0.9942,0.8846,0.9998,0.9214,0.9998,0.9197
111,0.0194,0.7461,0.9934,0.8618,0.9997,0.9345,0.9929,0.8416,0.9934,0.8658,0.9938,0.8914,0.9997,0.9256,0.9997,0.9239
112,0.0163,0.7142,0.9947,0.8604,0.9998,0.9342,0.9939,0.8418,0.9947,0.8641,0.9954,0.8875,0.9998,0.9249,0.9998,0.9239
113,0.0173,0.772,0.9941,0.8618,0.9998,0.9344,0.9945,0.8445,0.9941,0.8652,0.9937,0.8871,0.9998,0.9254,0.9998,0.9239
114,0.0147,0.7795,0.9949,0.8589,0.9999,0.9314,0.9944,0.8417,0.9949,0.8624,0.9954,0.8841,0.9999,0.9225,0.9999,0.921
115,0.018,0.7096,0.9941,0.8611,0.9998,0.9319,0.9935,0.8475,0.9941,0.8638,0.9947,0.8808,0.9997,0.9205,0.9997,0.919
116,0.0177,0.7278,0.9943,0.8628,0.9998,0.9349,0.9936,0.8516,0.9943,0.865,0.9949,0.8788,0.9997,0.9262,0.9997,0.9251
117,0.0145,0.7406,0.9953,0.8599,0.9998,0.9328,0.9952,0.8442,0.9953,0.863,0.9953,0.8827,0.9998,0.9218,0.9998,0.9202
118,0.0167,0.7532,0.9947,0.8596,0.9998,0.932,0.9937,0.8388,0.9947,0.8639,0.9956,0.8905,0.9998,0.9218,0.9998,0.9202
119,0.0145,0.7354,0.995,0.8635,0.9999,0.9349,0.9941,0.8531,0.995,0.8655,0.9959,0.8783,0.9999,0.9251,0.9999,0.9237
120,0.016,0.7413,0.9952,0.8608,0.9998,0.9347,0.9946,0.8407,0.9952,0.8649,0.9958,0.8905,0.9998,0.9253,0.9998,0.9239
121,0.0124,0.7595,0.9962,0.8635,0.9999,0.936,0.9952,0.8488,0.9962,0.8664,0.9971,0.8846,0.9999,0.9264,0.9999,0.9246
122,0.009,0.7841,0.9973,0.8623,1.0,0.9364,0.997,0.8469,0.9973,0.8653,0.9976,0.8846,1.0,0.9269,1.0,0.9248
123,0.0083,0.7914,0.9978,0.8633,0.9999,0.9367,0.9976,0.8472,0.9978,0.8664,0.9979,0.8866,0.9999,0.9283,0.9999,0.9265
124,0.0072,0.793,0.9979,0.8642,1.0,0.9372,0.9977,0.8452,0.9979,0.8679,0.9981,0.8919,1.0,0.9285,1.0,0.9261
125,0.007,0.7742,0.9975,0.8672,1.0,0.9383,0.9972,0.8467,0.9975,0.871,0.9979,0.8968,1.0,0.9304,1.0,0.9286
126,0.0059,0.7936,0.9984,0.8664,1.0,0.9377,0.9981,0.8494,0.9984,0.8696,0.9986,0.8909,1.0,0.9284,1.0,0.9262
127,0.0051,0.7997,0.9983,0.8708,1.0,0.9384,0.9983,0.8509,0.9983,0.8744,0.9984,0.8992,1.0,0.9294,1.0,0.9268
128,0.0064,0.7859,0.9981,0.8708,1.0,0.9374,0.9979,0.8529,0.9981,0.874,0.9983,0.8963,1.0,0.9281,1.0,0.9262
129,0.0071,0.7929,0.9979,0.8659,1.0,0.9375,0.9978,0.8451,0.9979,0.8699,0.9979,0.8963,0.9999,0.9286,0.9999,0.926
130,0.0071,0.7762,0.9977,0.8657,1.0,0.9374,0.9974,0.8472,0.9977,0.8692,0.998,0.8924,1.0,0.9281,1.0,0.9257
131,0.0059,0.8131,0.9983,0.8705,1.0,0.9377,0.9981,0.8584,0.9983,0.8727,0.9985,0.8875,1.0,0.9295,1.0,0.9271
132,0.0051,0.7998,0.9985,0.8645,1.0,0.9376,0.9985,0.8443,0.9985,0.8684,0.9986,0.8938,1.0,0.9294,1.0,0.9272
133,0.0053,0.8175,0.9985,0.8674,1.0,0.9383,0.9976,0.8565,0.9985,0.8694,0.9993,0.8827,1.0,0.9307,1.0,0.9289
134,0.0054,0.8029,0.9983,0.8638,1.0,0.9379,0.9981,0.8447,0.9983,0.8675,0.9985,0.8914,1.0,0.9305,1.0,0.9283
135,0.006,0.7973,0.998,0.8674,1.0,0.9387,0.9975,0.8532,0.998,0.87,0.9985,0.8875,1.0,0.9317,1.0,0.9299
136,0.0052,0.8268,0.9985,0.8659,1.0,0.9386,0.9983,0.8518,0.9985,0.8686,0.9988,0.8861,1.0,0.9318,1.0,0.9296
137,0.005,0.7863,0.9985,0.8655,1.0,0.9384,0.9984,0.8449,0.9985,0.8694,0.9985,0.8953,1.0,0.9298,1.0,0.9274
138,0.0066,0.7829,0.9982,0.8652,0.9999,0.9379,0.9979,0.8493,0.9982,0.8682,0.9984,0.888,0.9999,0.9301,0.9999,0.9283
139,0.0073,0.822,0.9978,0.8659,0.9999,0.9389,0.9976,0.8499,0.9978,0.869,0.998,0.889,0.9999,0.932,0.9999,0.9298
140,0.0062,0.8469,0.9984,0.8638,1.0,0.9365,0.9981,0.8476,0.9984,0.8669,0.9987,0.8871,1.0,0.9287,1.0,0.9261
141,0.0058,0.8452,0.9982,0.8628,1.0,0.9366,0.9983,0.8395,0.9982,0.8674,0.9981,0.8972,1.0,0.929,1.0,0.9263
142,0.0084,0.7891,0.9976,0.8647,0.9999,0.9378,0.9974,0.8453,0.9976,0.8685,0.9978,0.8929,0.9999,0.9296,0.9999,0.9276
143,0.0052,0.8349,0.9986,0.8659,1.0,0.9375,0.9983,0.8495,0.9986,0.8691,0.9989,0.8895,1.0,0.9295,1.0,0.927
144,0.006,0.845,0.9979,0.8635,1.0,0.9362,0.9975,0.8495,0.9979,0.8662,0.9982,0.8837,1.0,0.9286,1.0,0.9262
145,0.007,0.8167,0.9978,0.8676,1.0,0.939,0.9974,0.8563,0.9978,0.8698,0.9983,0.8837,1.0,0.9315,1.0,0.93
146,0.0072,0.7819,0.9979,0.8628,1.0,0.9376,0.9974,0.8445,0.9979,0.8664,0.9983,0.8895,1.0,0.9296,1.0,0.9279
147,0.006,0.782,0.9983,0.8657,1.0,0.9384,0.9983,0.8463,0.9983,0.8694,0.9983,0.8938,1.0,0.93,1.0,0.9278
148,0.0057,0.7971,0.9982,0.8693,1.0,0.9404,0.9982,0.8512,0.9982,0.8727,0.9981,0.8953,1.0,0.9327,1.0,0.9304
149,0.0063,0.8175,0.9981,0.8681,1.0,0.9388,0.9979,0.8479,0.9981,0.8719,0.9984,0.8972,1.0,0.9313,1.0,0.9289
150,0.0068,0.8428,0.998,0.8672,1.0,0.9384,0.9976,0.8522,0.998,0.87,0.9983,0.8885,1.0,0.9312,1.0,0.9289
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.7803,0.8817,0.9421,0.8646,0.8844,0.9052,0.9324,0.9296
