Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
36,0.2017,0.4368,0.9173,0.8402,0.9749,0.9161,0.9058,0.8238,0.9185,0.8442,0.9315,0.8657,0.973,0.9028,0.973,0.9029
37,0.194,0.4225,0.9208,0.8514,0.9767,0.9201,0.9101,0.8248,0.9218,0.8573,0.9338,0.8924,0.9753,0.9087,0.9753,0.9088
38,0.1871,0.4535,0.9252,0.8432,0.9785,0.9147,0.9128,0.8381,0.9263,0.8444,0.9401,0.8507,0.9771,0.8983,0.9771,0.8984
39,0.1821,0.4238,0.9264,0.8509,0.9795,0.9222,0.9157,0.833,0.9273,0.8549,0.9392,0.8778,0.9784,0.9085,0.9784,0.9086
40,0.1752,0.4214,0.9311,0.8536,0.9809,0.9201,0.9197,0.8348,0.932,0.8576,0.9446,0.8817,0.9796,0.9092,0.9796,0.9093
41,0.1225,0.4459,0.9531,0.8708,0.9909,0.9317,0.9442,0.8608,0.9536,0.8726,0.9631,0.8846,0.9906,0.9219,0.9906,0.922
42,0.0899,0.4834,0.9662,0.8667,0.9951,0.9315,0.96,0.852,0.9664,0.8694,0.973,0.8875,0.9949,0.9211,0.9949,0.9212
43,0.0841,0.4773,0.9688,0.865,0.9956,0.9318,0.9634,0.8549,0.969,0.8669,0.9747,0.8793,0.9955,0.9221,0.9955,0.9221
44,0.0787,0.482,0.9706,0.8664,0.9962,0.9312,0.9644,0.8563,0.9708,0.8683,0.9773,0.8808,0.9961,0.9213,0.9961,0.9213
45,0.0747,0.4949,0.9719,0.8638,0.9966,0.9341,0.9672,0.8565,0.972,0.8652,0.9769,0.874,0.9965,0.9242,0.9965,0.9242
46,0.0677,0.5102,0.9737,0.8628,0.9973,0.9307,0.9698,0.8512,0.9739,0.865,0.978,0.8793,0.9972,0.9172,0.9972,0.9172
47,0.0657,0.5611,0.9763,0.8587,0.9974,0.9295,0.972,0.8487,0.9765,0.8607,0.981,0.873,0.9973,0.919,0.9973,0.919
48,0.0699,0.538,0.9744,0.8621,0.997,0.9306,0.9704,0.8534,0.9745,0.8638,0.9787,0.8745,0.9969,0.9187,0.9969,0.9187
49,0.0643,0.535,0.9764,0.8599,0.9975,0.9313,0.9721,0.8426,0.9765,0.8634,0.981,0.8851,0.9975,0.9239,0.9975,0.9239
50,0.063,0.5645,0.9763,0.8623,0.9976,0.9298,0.9724,0.8504,0.9764,0.8646,0.9805,0.8793,0.9976,0.9199,0.9976,0.9199
51,0.0656,0.5338,0.9761,0.8667,0.9973,0.9313,0.9729,0.8611,0.9762,0.8677,0.9796,0.8745,0.9972,0.918,0.9972,0.9178
52,0.0661,0.5668,0.9751,0.8635,0.9973,0.9291,0.9715,0.8472,0.9752,0.8667,0.979,0.8871,0.9973,0.9197,0.9973,0.9197
53,0.0651,0.5623,0.9761,0.8596,0.9973,0.9299,0.9722,0.848,0.9762,0.862,0.9802,0.8764,0.9972,0.9204,0.9972,0.9204
54,0.0612,0.6049,0.9782,0.8584,0.9976,0.9259,0.9758,0.8483,0.9783,0.8605,0.9808,0.873,0.9976,0.9139,0.9976,0.9139
55,0.0634,0.5508,0.9763,0.863,0.9974,0.9337,0.9732,0.8497,0.9764,0.8656,0.9797,0.8822,0.9974,0.9239,0.9974,0.9239
56,0.06,0.5973,0.9789,0.8621,0.9977,0.9304,0.9756,0.8567,0.979,0.8631,0.9823,0.8696,0.9977,0.9203,0.9977,0.9202
57,0.0608,0.578,0.9767,0.8577,0.9977,0.9305,0.9742,0.8455,0.9768,0.8602,0.9794,0.8754,0.9977,0.9232,0.9977,0.9231
58,0.054,0.589,0.9798,0.8623,0.9982,0.9323,0.9777,0.8599,0.9799,0.8628,0.9821,0.8657,0.9982,0.9213,0.9982,0.9212
59,0.0542,0.5729,0.9802,0.8696,0.9982,0.9329,0.9779,0.8575,0.9802,0.8718,0.9825,0.8866,0.9981,0.9227,0.9981,0.9227
60,0.0569,0.5971,0.9801,0.8669,0.9978,0.9308,0.9774,0.8646,0.9802,0.8674,0.983,0.8701,0.9977,0.9183,0.9977,0.9183
61,0.0578,0.5798,0.9797,0.864,0.9979,0.9322,0.9773,0.8483,0.9798,0.867,0.9823,0.8866,0.9979,0.9228,0.9979,0.9227
62,0.0591,0.6004,0.9791,0.8604,0.9977,0.9299,0.9773,0.8539,0.9791,0.8617,0.981,0.8696,0.9977,0.9207,0.9977,0.9207
63,0.054,0.6231,0.9808,0.8616,0.9981,0.9308,0.978,0.8516,0.9809,0.8636,0.9839,0.8759,0.9979,0.9214,0.9979,0.9212
64,0.0576,0.5931,0.98,0.8611,0.9978,0.9284,0.9773,0.8393,0.9801,0.8655,0.9828,0.8934,0.9978,0.9144,0.9978,0.9141
65,0.0597,0.565,0.9789,0.8672,0.9976,0.9334,0.9768,0.8492,0.979,0.8705,0.9812,0.8929,0.9975,0.9216,0.9975,0.9215
66,0.0526,0.6038,0.9803,0.8587,0.9982,0.9322,0.9784,0.8491,0.9803,0.8606,0.9823,0.8725,0.9982,0.9219,0.9982,0.9217
67,0.053,0.5854,0.9808,0.8606,0.9982,0.9319,0.9786,0.848,0.9809,0.8631,0.9832,0.8788,0.9981,0.9221,0.9981,0.922
68,0.0532,0.6068,0.9802,0.8662,0.9981,0.9317,0.9787,0.848,0.9802,0.8696,0.9818,0.8924,0.9981,0.9212,0.9981,0.9208
69,0.0524,0.6101,0.9799,0.8667,0.9983,0.9322,0.9781,0.8621,0.9799,0.8675,0.9818,0.873,0.9983,0.9211,0.9983,0.9207
70,0.0508,0.6106,0.9814,0.8608,0.9983,0.9311,0.9788,0.852,0.9814,0.8626,0.9841,0.8735,0.9983,0.9208,0.9983,0.9203
71,0.0493,0.6585,0.9823,0.8647,0.9983,0.9282,0.9801,0.8505,0.9823,0.8675,0.9846,0.8851,0.9982,0.915,0.9982,0.9144
72,0.0447,0.6543,0.9838,0.863,0.9987,0.9326,0.9819,0.8557,0.9839,0.8645,0.9859,0.8735,0.9987,0.9221,0.9987,0.9214
73,0.0462,0.6653,0.9839,0.8555,0.9986,0.9299,0.9819,0.8468,0.9839,0.8573,0.9859,0.8682,0.9985,0.9211,0.9985,0.9207
74,0.0516,0.5818,0.9824,0.865,0.9982,0.9323,0.9807,0.8499,0.9825,0.8679,0.9843,0.8866,0.9981,0.9234,0.9981,0.9234
75,0.0486,0.6786,0.9821,0.8652,0.9985,0.9321,0.9799,0.8645,0.9821,0.8654,0.9843,0.8662,0.9984,0.9187,0.9984,0.9184
76,0.0452,0.6357,0.984,0.8664,0.9986,0.9335,0.982,0.8526,0.9841,0.869,0.9861,0.8861,0.9986,0.9216,0.9986,0.9209
77,0.0444,0.6258,0.9842,0.8703,0.9987,0.9355,0.9816,0.8577,0.9842,0.8726,0.9868,0.888,0.9987,0.9264,0.9987,0.926
78,0.0445,0.6413,0.9844,0.8672,0.9987,0.9337,0.9829,0.8578,0.9845,0.8689,0.9861,0.8803,0.9986,0.9223,0.9986,0.922
79,0.0413,0.6542,0.9857,0.8645,0.9989,0.9314,0.9834,0.8366,0.9858,0.8699,0.9882,0.906,0.9988,0.9186,0.9988,0.9177
80,0.0456,0.6429,0.9839,0.8596,0.9986,0.9317,0.9825,0.8435,0.984,0.8629,0.9855,0.8832,0.9987,0.9208,0.9987,0.9202
81,0.0321,0.6783,0.9886,0.8664,0.9993,0.9365,0.9872,0.8631,0.9886,0.8671,0.99,0.8711,0.9993,0.9261,0.9993,0.9254
82,0.02,0.6865,0.9937,0.871,0.9998,0.9381,0.9929,0.864,0.9937,0.8723,0.9945,0.8808,0.9998,0.9279,0.9998,0.9268
83,0.0172,0.7104,0.9944,0.8727,0.9998,0.9383,0.9932,0.8631,0.9944,0.8744,0.9955,0.8861,0.9998,0.9284,0.9998,0.9271
84,0.0159,0.7318,0.9953,0.8744,0.9999,0.9391,0.9944,0.8687,0.9953,0.8754,0.9963,0.8822,0.9999,0.9291,0.9999,0.9274
85,0.0158,0.7131,0.9953,0.8705,0.9998,0.9387,0.9945,0.8656,0.9953,0.8714,0.996,0.8774,0.9998,0.9285,0.9998,0.9271
86,0.0152,0.7271,0.9957,0.8701,0.9998,0.9392,0.9952,0.8648,0.9957,0.871,0.9961,0.8774,0.9998,0.9306,0.9998,0.9292
87,0.0144,0.748,0.9957,0.8737,0.9999,0.94,0.9955,0.8596,0.9957,0.8762,0.9959,0.8934,0.9999,0.9313,0.9999,0.9293
88,0.0135,0.759,0.9962,0.8713,0.9999,0.9387,0.9958,0.8623,0.9962,0.8729,0.9965,0.8837,0.9999,0.929,0.9999,0.9272
89,0.014,0.7293,0.9959,0.8713,0.9999,0.9373,0.9954,0.8658,0.9959,0.8723,0.9965,0.8788,0.9999,0.9271,0.9999,0.9261
90,0.015,0.7426,0.9952,0.8732,0.9999,0.938,0.9943,0.8642,0.9952,0.8748,0.9961,0.8856,0.9999,0.9292,0.9999,0.9282
91,0.0158,0.7652,0.9952,0.8737,0.9998,0.9381,0.9947,0.8696,0.9952,0.8744,0.9957,0.8793,0.9998,0.9293,0.9998,0.9281
92,0.016,0.7233,0.9952,0.8679,0.9998,0.9379,0.9948,0.8524,0.9952,0.8708,0.9956,0.89,0.9998,0.9278,0.9998,0.9263
93,0.0126,0.7622,0.9962,0.8715,0.9999,0.9388,0.9956,0.8634,0.9962,0.873,0.9968,0.8827,0.9999,0.9295,0.9999,0.9276
94,0.0153,0.7596,0.9951,0.8662,0.9998,0.9371,0.995,0.8596,0.9951,0.8674,0.9952,0.8754,0.9998,0.928,0.9998,0.9262
95,0.0149,0.7519,0.9953,0.8705,0.9998,0.9383,0.9946,0.8646,0.9953,0.8716,0.996,0.8788,0.9998,0.9284,0.9998,0.9263
96,0.0144,0.736,0.9953,0.8701,0.9999,0.9372,0.9952,0.8504,0.9953,0.8736,0.9954,0.8982,0.9999,0.9269,0.9999,0.925
97,0.0157,0.7836,0.9949,0.8681,0.9998,0.9373,0.9943,0.8615,0.9949,0.8694,0.9956,0.8774,0.9998,0.9292,0.9998,0.9274
98,0.0184,0.7528,0.9936,0.8672,0.9998,0.9376,0.9928,0.8658,0.9936,0.8674,0.9943,0.8691,0.9998,0.9293,0.9998,0.9282
99,0.0177,0.7477,0.9944,0.8722,0.9997,0.9373,0.9934,0.8657,0.9944,0.8734,0.9954,0.8812,0.9997,0.9276,0.9997,0.9263
100,0.0173,0.7505,0.9938,0.8691,0.9998,0.9353,0.9933,0.8618,0.9938,0.8704,0.9943,0.8793,0.9998,0.9243,0.9998,0.923
101,0.0145,0.7737,0.9954,0.8727,0.9999,0.9391,0.9954,0.8641,0.9954,0.8743,0.9954,0.8846,0.9999,0.9311,0.9999,0.9295
102,0.0138,0.8047,0.9957,0.8725,0.9999,0.9368,0.9956,0.8613,0.9957,0.8745,0.9958,0.888,0.9999,0.9246,0.9999,0.9218
103,0.0167,0.8043,0.9943,0.8672,0.9998,0.9368,0.9938,0.8605,0.9943,0.8684,0.9948,0.8764,0.9998,0.9279,0.9998,0.9262
104,0.0173,0.7667,0.994,0.8727,0.9998,0.9378,0.9932,0.8679,0.994,0.8736,0.9949,0.8793,0.9998,0.9297,0.9998,0.9287
105,0.0176,0.7866,0.9942,0.8715,0.9998,0.937,0.9934,0.8628,0.9942,0.8731,0.995,0.8837,0.9998,0.9279,0.9998,0.9261
106,0.0148,0.803,0.995,0.8713,0.9999,0.9381,0.9945,0.8627,0.995,0.8728,0.9956,0.8832,0.9999,0.9294,0.9999,0.9277
107,0.0158,0.782,0.9949,0.8747,0.9998,0.938,0.9944,0.8629,0.9949,0.8767,0.9954,0.8909,0.9998,0.9277,0.9998,0.9262
108,0.0127,0.8052,0.9962,0.8713,0.9999,0.9396,0.9958,0.8672,0.9962,0.872,0.9965,0.8769,0.9999,0.9299,0.9999,0.928
109,0.0174,0.7698,0.9946,0.8744,0.9998,0.9361,0.9944,0.8568,0.9946,0.8775,0.9949,0.8992,0.9998,0.9262,0.9998,0.9246
110,0.0164,0.7682,0.9946,0.8691,0.9998,0.9366,0.9939,0.858,0.9946,0.8711,0.9954,0.8846,0.9998,0.9262,0.9998,0.9243
111,0.0153,0.8252,0.995,0.8737,0.9998,0.9368,0.9949,0.862,0.995,0.8757,0.9952,0.89,0.9998,0.9279,0.9998,0.926
112,0.0149,0.8091,0.9956,0.8669,0.9998,0.9344,0.9947,0.8557,0.9956,0.869,0.9966,0.8827,0.9998,0.9246,0.9998,0.9225
113,0.0162,0.8373,0.9944,0.8652,0.9998,0.9328,0.9936,0.8474,0.9944,0.8686,0.9951,0.8909,0.9998,0.9221,0.9998,0.9195
114,0.0192,0.7906,0.9934,0.8657,0.9997,0.9356,0.9929,0.8595,0.9934,0.8669,0.9939,0.8745,0.9998,0.9244,0.9998,0.9228
115,0.0162,0.8095,0.9943,0.873,0.9998,0.9361,0.9939,0.8597,0.9943,0.8753,0.9947,0.8914,0.9998,0.9257,0.9998,0.9238
116,0.0179,0.8359,0.9938,0.8693,0.9997,0.9359,0.9934,0.8564,0.9938,0.8717,0.9942,0.8875,0.9997,0.9267,0.9997,0.9248
117,0.0204,0.8036,0.9933,0.8672,0.9997,0.9339,0.9927,0.8609,0.9933,0.8683,0.994,0.8759,0.9997,0.9235,0.9997,0.9219
118,0.018,0.7941,0.9936,0.8722,0.9998,0.9381,0.993,0.8654,0.9936,0.8735,0.9943,0.8817,0.9998,0.9297,0.9998,0.9283
119,0.0152,0.8151,0.9949,0.8703,0.9998,0.9378,0.9945,0.8638,0.9949,0.8715,0.9954,0.8793,0.9998,0.9288,0.9998,0.9272
120,0.0147,0.8455,0.995,0.8701,0.9999,0.9366,0.9949,0.8648,0.995,0.871,0.9951,0.8774,0.9999,0.9293,0.9999,0.9274
121,0.0122,0.8314,0.9961,0.8744,0.9999,0.9392,0.9956,0.8701,0.9961,0.8752,0.9966,0.8803,0.9999,0.9332,0.9999,0.9317
122,0.0084,0.8439,0.9974,0.8722,1.0,0.9398,0.997,0.8633,0.9974,0.8738,0.9977,0.8846,1.0,0.9331,1.0,0.931
123,0.0074,0.8353,0.9981,0.8759,1.0,0.9404,0.9977,0.8649,0.9981,0.8777,0.9984,0.8909,1.0,0.9328,1.0,0.9305
124,0.0067,0.8459,0.9978,0.8735,1.0,0.9407,0.998,0.8629,0.9978,0.8753,0.9976,0.888,1.0,0.9339,1.0,0.9319
125,0.0057,0.8653,0.9983,0.8752,1.0,0.9405,0.9982,0.8617,0.9983,0.8775,0.9984,0.8938,1.0,0.9332,1.0,0.9303
126,0.006,0.8786,0.9983,0.8735,1.0,0.9403,0.9983,0.864,0.9983,0.8751,0.9984,0.8866,1.0,0.9328,1.0,0.9299
127,0.0062,0.8573,0.9979,0.8742,1.0,0.9401,0.9979,0.8597,0.9979,0.8767,0.9979,0.8943,1.0,0.9328,1.0,0.9304
128,0.006,0.874,0.9982,0.8744,1.0,0.9398,0.9981,0.8581,0.9982,0.8773,0.9982,0.8972,1.0,0.9328,1.0,0.9303
129,0.0056,0.8776,0.9984,0.8727,1.0,0.9386,0.9979,0.8583,0.9984,0.8753,0.9989,0.8929,1.0,0.9317,1.0,0.9295
130,0.0068,0.8971,0.9977,0.8735,1.0,0.9405,0.9972,0.8674,0.9978,0.8745,0.9983,0.8817,1.0,0.934,1.0,0.9315
131,0.006,0.8879,0.9982,0.8764,1.0,0.9406,0.998,0.8685,0.9982,0.8777,0.9983,0.8871,1.0,0.9338,1.0,0.9309
132,0.0058,0.8533,0.9984,0.8744,1.0,0.9415,0.998,0.8684,0.9984,0.8755,0.9988,0.8827,1.0,0.9353,1.0,0.9333
133,0.0058,0.8636,0.9984,0.8742,1.0,0.9414,0.9984,0.8614,0.9984,0.8764,0.9983,0.8919,1.0,0.9356,1.0,0.9336
134,0.0058,0.8574,0.9984,0.8735,1.0,0.9402,0.9983,0.8643,0.9984,0.8751,0.9985,0.8861,1.0,0.9332,1.0,0.9311
135,0.0054,0.8528,0.9984,0.8744,1.0,0.9404,0.9976,0.8628,0.9984,0.8764,0.9991,0.8905,1.0,0.9336,1.0,0.9312
136,0.0057,0.8723,0.9983,0.8713,1.0,0.9411,0.9984,0.8644,0.9983,0.8725,0.9983,0.8808,1.0,0.9349,1.0,0.9327
137,0.0064,0.8691,0.9979,0.8701,1.0,0.9405,0.9976,0.8634,0.9979,0.8713,0.9981,0.8793,1.0,0.9348,1.0,0.9329
138,0.0056,0.8882,0.9982,0.871,1.0,0.9391,0.998,0.8592,0.9982,0.8732,0.9984,0.8875,1.0,0.9326,1.0,0.93
139,0.0061,0.8633,0.9983,0.871,1.0,0.9393,0.9981,0.8592,0.9983,0.8732,0.9984,0.8875,1.0,0.9319,1.0,0.9293
140,0.0075,0.8338,0.998,0.871,1.0,0.9388,0.9979,0.8647,0.998,0.8722,0.9981,0.8798,1.0,0.9307,1.0,0.929
141,0.0074,0.8907,0.9977,0.8715,1.0,0.9403,0.9973,0.8631,0.9977,0.873,0.9981,0.8832,1.0,0.9333,1.0,0.9308
142,0.0064,0.8671,0.9981,0.871,1.0,0.941,0.9979,0.863,0.9981,0.8725,0.9983,0.8822,1.0,0.9345,1.0,0.9319
143,0.0067,0.8948,0.9979,0.871,1.0,0.9397,0.9978,0.8644,0.9979,0.8722,0.9981,0.8803,1.0,0.9316,1.0,0.9288
144,0.0069,0.8746,0.9977,0.8681,1.0,0.9396,0.9981,0.8534,0.9977,0.8708,0.9973,0.889,1.0,0.9326,1.0,0.9301
145,0.0075,0.8622,0.9974,0.872,1.0,0.9405,0.997,0.8625,0.9974,0.8737,0.9978,0.8851,1.0,0.933,1.0,0.9306
146,0.0071,0.8701,0.9979,0.8713,1.0,0.9408,0.9978,0.8576,0.9979,0.8737,0.9981,0.8905,1.0,0.9338,1.0,0.9311
147,0.0048,0.8668,0.9987,0.8715,1.0,0.9413,0.9985,0.8628,0.9987,0.8731,0.999,0.8837,1.0,0.9341,1.0,0.9312
148,0.0051,0.8856,0.9985,0.8725,1.0,0.9418,0.9981,0.8668,0.9985,0.8735,0.999,0.8803,1.0,0.9347,1.0,0.9317
149,0.0062,0.8825,0.9982,0.8713,1.0,0.939,0.9977,0.8579,0.9982,0.8737,0.9986,0.89,1.0,0.9305,1.0,0.9275
150,0.0058,0.9013,0.9983,0.8715,1.0,0.9395,0.9981,0.8597,0.9983,0.8736,0.9985,0.888,1.0,0.9321,1.0,0.929
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.8009,0.8844,0.9457,0.8716,0.8863,0.9016,0.9386,0.936
