Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
36,0.3884,0.4343,0.8261,0.805,0.9018,0.8797,0.7953,0.7987,0.8347,0.8071,0.8783,0.8157,0.8808,0.8432,0.8808,0.8433
37,0.3857,0.4248,0.8275,0.8046,0.9026,0.8824,0.7979,0.7738,0.8357,0.815,0.8772,0.8609,0.8812,0.8516,0.8813,0.8517
38,0.3862,0.43,0.8279,0.8047,0.9028,0.881,0.7979,0.7707,0.8361,0.8163,0.8783,0.8675,0.8819,0.8527,0.8819,0.8528
39,0.3816,0.424,0.8299,0.8013,0.905,0.8812,0.7998,0.7595,0.8381,0.8161,0.8802,0.8819,0.885,0.8536,0.885,0.8537
40,0.3775,0.4201,0.831,0.8082,0.9074,0.8847,0.8015,0.7732,0.8389,0.8198,0.8799,0.8724,0.8884,0.8561,0.8884,0.8562
41,0.339,0.4019,0.8525,0.8211,0.9256,0.8965,0.823,0.7898,0.8589,0.8303,0.898,0.8752,0.9106,0.8708,0.9106,0.8708
42,0.3232,0.4042,0.8603,0.822,0.9323,0.8958,0.8306,0.796,0.8663,0.8295,0.9051,0.866,0.919,0.8682,0.919,0.8682
43,0.3205,0.3984,0.8613,0.8189,0.9337,0.8975,0.8327,0.7894,0.867,0.8277,0.9043,0.87,0.9212,0.8727,0.9212,0.8727
44,0.3169,0.4034,0.8624,0.8226,0.9351,0.897,0.8325,0.8005,0.8683,0.8289,0.9073,0.8594,0.9229,0.8718,0.9229,0.8718
45,0.3137,0.4114,0.8646,0.8253,0.9365,0.8952,0.8364,0.7979,0.8701,0.833,0.9065,0.8713,0.9252,0.864,0.9252,0.8641
46,0.3068,0.4091,0.8688,0.8277,0.9396,0.8973,0.8404,0.8107,0.874,0.8324,0.9105,0.8552,0.9287,0.8716,0.9287,0.8716
47,0.3013,0.4158,0.8714,0.8202,0.942,0.8937,0.8443,0.7835,0.8763,0.8312,0.9107,0.8852,0.9316,0.8645,0.9316,0.8645
48,0.2969,0.4089,0.8709,0.8263,0.9436,0.8976,0.8431,0.7958,0.8759,0.8348,0.9114,0.8779,0.934,0.8681,0.934,0.8683
49,0.298,0.4187,0.8725,0.823,0.9433,0.8966,0.8455,0.799,0.8773,0.8298,0.9116,0.8631,0.9338,0.8672,0.9338,0.8673
50,0.2922,0.423,0.8747,0.8223,0.9456,0.8938,0.8476,0.8004,0.8794,0.8286,0.9137,0.8589,0.9373,0.8645,0.9373,0.8645
51,0.289,0.4208,0.8759,0.8267,0.9467,0.8972,0.8495,0.7988,0.8804,0.8345,0.9136,0.8735,0.9389,0.8692,0.9389,0.8693
52,0.2813,0.4129,0.8805,0.8278,0.9495,0.8985,0.8545,0.8093,0.8847,0.8329,0.9171,0.8578,0.9414,0.8696,0.9414,0.8696
53,0.2744,0.4168,0.8839,0.8259,0.9521,0.8957,0.8583,0.8028,0.8879,0.8323,0.9196,0.864,0.9441,0.8648,0.9441,0.8649
54,0.2715,0.4279,0.8846,0.8227,0.9534,0.8962,0.8597,0.8091,0.8884,0.8265,0.9192,0.8446,0.9473,0.8638,0.9473,0.8639
55,0.2696,0.4296,0.8859,0.8261,0.9538,0.8985,0.8615,0.8009,0.8897,0.8331,0.9198,0.868,0.9471,0.8709,0.9471,0.8709
56,0.2631,0.4209,0.8885,0.8273,0.956,0.8985,0.8648,0.8066,0.892,0.833,0.9209,0.8611,0.9494,0.8698,0.9494,0.8699
57,0.2605,0.4251,0.8884,0.8243,0.9572,0.8942,0.8657,0.8038,0.8918,0.8301,0.9195,0.8581,0.9513,0.8628,0.9513,0.8628
58,0.2538,0.4406,0.8932,0.8283,0.9593,0.8967,0.8709,0.8121,0.8963,0.8327,0.9232,0.8543,0.9541,0.865,0.9541,0.8652
59,0.2501,0.4472,0.8947,0.8285,0.9604,0.8968,0.8733,0.8064,0.8977,0.8345,0.9235,0.8647,0.9552,0.8647,0.9552,0.8647
60,0.2529,0.4262,0.8931,0.8297,0.9597,0.901,0.8714,0.8119,0.8961,0.8345,0.9223,0.8583,0.9539,0.8742,0.9539,0.8742
61,0.2476,0.4342,0.8965,0.8285,0.9614,0.8975,0.8752,0.8092,0.8993,0.8337,0.9248,0.8598,0.9564,0.8683,0.9564,0.8683
62,0.2428,0.44,0.8981,0.8299,0.963,0.8988,0.878,0.8153,0.9008,0.8338,0.9248,0.8532,0.9583,0.8697,0.9583,0.8697
63,0.2374,0.4422,0.9001,0.8308,0.9645,0.9003,0.8797,0.8122,0.9027,0.8357,0.9268,0.8607,0.9606,0.8734,0.9606,0.8734
64,0.2363,0.4448,0.9009,0.8287,0.9649,0.8971,0.8818,0.8162,0.9033,0.8321,0.9259,0.8486,0.9608,0.8674,0.9608,0.8674
65,0.2289,0.4361,0.9048,0.8289,0.9669,0.9004,0.885,0.8084,0.9072,0.8345,0.9305,0.8622,0.963,0.8725,0.963,0.8726
66,0.2328,0.4548,0.9022,0.8311,0.9659,0.8999,0.8827,0.8204,0.9047,0.8339,0.9278,0.8479,0.9622,0.8695,0.9622,0.8695
67,0.2239,0.4493,0.9058,0.8338,0.9685,0.8996,0.8876,0.8166,0.908,0.8382,0.9293,0.8609,0.9648,0.8693,0.9648,0.8694
68,0.2246,0.4403,0.9066,0.8336,0.9685,0.904,0.8883,0.8211,0.9088,0.8368,0.9302,0.853,0.9653,0.8742,0.9653,0.8742
69,0.2189,0.4536,0.9078,0.8322,0.97,0.9017,0.8898,0.8165,0.9099,0.8363,0.9308,0.8572,0.9669,0.8699,0.9669,0.8699
70,0.2137,0.4726,0.9119,0.8319,0.9714,0.9024,0.8945,0.827,0.9138,0.8332,0.934,0.8395,0.9686,0.8747,0.9686,0.8748
71,0.2165,0.4643,0.9112,0.8259,0.9708,0.8964,0.8944,0.7919,0.913,0.8355,0.9325,0.8841,0.968,0.8663,0.968,0.8663
72,0.2114,0.4754,0.9133,0.8277,0.9721,0.8993,0.8964,0.8101,0.9151,0.8325,0.9345,0.8563,0.9693,0.8721,0.9693,0.8722
73,0.2071,0.4664,0.9136,0.8309,0.9731,0.8994,0.897,0.8064,0.9154,0.8375,0.9345,0.8711,0.9704,0.8688,0.9704,0.8689
74,0.2091,0.4672,0.9145,0.8294,0.9728,0.8991,0.8988,0.8086,0.9161,0.835,0.9341,0.8631,0.9704,0.8685,0.9704,0.8686
75,0.2058,0.4786,0.9155,0.8283,0.9734,0.9,0.8997,0.8179,0.9172,0.8311,0.9353,0.8446,0.9708,0.8708,0.9708,0.8708
76,0.2017,0.4565,0.918,0.8339,0.9746,0.9015,0.902,0.8218,0.9196,0.837,0.938,0.8528,0.972,0.8706,0.972,0.8707
77,0.2003,0.4797,0.9174,0.824,0.975,0.8975,0.9026,0.8169,0.9189,0.8259,0.9359,0.8351,0.973,0.8673,0.973,0.8674
78,0.1994,0.4813,0.917,0.832,0.9752,0.8991,0.9014,0.8061,0.9186,0.8389,0.9365,0.8744,0.9732,0.8666,0.9732,0.8666
79,0.2006,0.4779,0.917,0.8371,0.975,0.9015,0.9013,0.812,0.9185,0.8434,0.9364,0.8775,0.9731,0.8728,0.9731,0.8729
80,0.1955,0.4625,0.9196,0.8361,0.9762,0.9015,0.9048,0.8105,0.921,0.8426,0.9378,0.8775,0.9741,0.8725,0.9741,0.8725
81,0.1571,0.4861,0.9375,0.8401,0.9847,0.9071,0.9243,0.825,0.9384,0.8437,0.953,0.8633,0.9836,0.8784,0.9836,0.8785
82,0.142,0.511,0.9436,0.8397,0.9875,0.906,0.9317,0.8317,0.9443,0.8417,0.9573,0.8519,0.9867,0.877,0.9867,0.877
83,0.1376,0.5088,0.9458,0.8417,0.9882,0.9061,0.9345,0.8302,0.9465,0.8445,0.9587,0.8592,0.9875,0.8763,0.9875,0.8763
84,0.1355,0.533,0.9456,0.8396,0.9886,0.9066,0.934,0.8294,0.9463,0.8421,0.959,0.8552,0.988,0.8774,0.988,0.8774
85,0.1366,0.5318,0.9455,0.8401,0.9885,0.907,0.9338,0.837,0.9462,0.8408,0.9591,0.8446,0.9879,0.8778,0.9879,0.8778
86,0.1276,0.5564,0.9489,0.8431,0.9899,0.906,0.9393,0.8334,0.9495,0.8453,0.9599,0.8576,0.9894,0.8753,0.9894,0.8754
87,0.133,0.5274,0.947,0.8434,0.9889,0.908,0.9369,0.8365,0.9476,0.845,0.9586,0.8536,0.9883,0.8771,0.9883,0.8771
88,0.1262,0.5378,0.9509,0.8444,0.9901,0.9082,0.9423,0.8287,0.9514,0.848,0.9606,0.8682,0.9896,0.8783,0.9896,0.8783
89,0.1295,0.5416,0.9481,0.8407,0.9895,0.9043,0.9392,0.8323,0.9486,0.8427,0.9582,0.8534,0.9889,0.8731,0.9889,0.8731
90,0.1276,0.5515,0.9486,0.8426,0.9899,0.9072,0.9397,0.8383,0.9491,0.8436,0.9587,0.849,0.9893,0.8771,0.9893,0.8772
91,0.1226,0.5758,0.9513,0.8435,0.9906,0.906,0.9429,0.8296,0.9518,0.8468,0.9608,0.8647,0.99,0.8744,0.99,0.8745
92,0.1231,0.5931,0.9508,0.8425,0.9906,0.907,0.9421,0.8356,0.9513,0.8441,0.9606,0.8528,0.9902,0.8772,0.9902,0.8772
93,0.1185,0.5881,0.9534,0.8444,0.9912,0.9073,0.9448,0.8327,0.9539,0.8471,0.9632,0.862,0.9908,0.8779,0.9908,0.8779
94,0.117,0.5949,0.954,0.8404,0.9914,0.9064,0.946,0.8386,0.9544,0.8408,0.963,0.8431,0.991,0.8772,0.991,0.8772
95,0.118,0.5888,0.954,0.8399,0.9913,0.9067,0.946,0.8355,0.9544,0.8409,0.9629,0.8464,0.9909,0.8776,0.9909,0.8777
96,0.1186,0.5942,0.9539,0.8427,0.9912,0.9045,0.9465,0.83,0.9543,0.8457,0.9622,0.862,0.9907,0.8742,0.9907,0.8742
97,0.1143,0.5886,0.9558,0.8442,0.9918,0.9067,0.9479,0.8349,0.9562,0.8463,0.9645,0.8581,0.9914,0.8763,0.9914,0.8763
98,0.1143,0.605,0.9551,0.8404,0.9919,0.9081,0.9476,0.8419,0.9555,0.8401,0.9635,0.8382,0.9916,0.879,0.9916,0.879
99,0.112,0.5985,0.9557,0.8412,0.9922,0.905,0.9478,0.8285,0.9561,0.8442,0.9646,0.8605,0.9919,0.8744,0.9919,0.8744
100,0.1135,0.6169,0.955,0.8349,0.9919,0.9074,0.9476,0.8326,0.9553,0.8355,0.9632,0.8384,0.9915,0.878,0.9915,0.878
101,0.1185,0.6139,0.954,0.8411,0.9911,0.9073,0.9455,0.8312,0.9544,0.8434,0.9635,0.8561,0.9905,0.8779,0.9905,0.8779
102,0.1114,0.608,0.9558,0.8383,0.9921,0.9078,0.9489,0.8374,0.9561,0.8386,0.9634,0.8398,0.9918,0.8772,0.9918,0.8772
103,0.1079,0.6248,0.9578,0.8401,0.9927,0.9061,0.9511,0.8372,0.9581,0.8408,0.9652,0.8444,0.9925,0.8765,0.9925,0.8765
104,0.1076,0.627,0.9581,0.8412,0.9928,0.905,0.952,0.827,0.9584,0.8446,0.9649,0.8629,0.9925,0.8765,0.9925,0.8766
105,0.1091,0.6531,0.9579,0.841,0.9925,0.907,0.9516,0.841,0.9582,0.841,0.965,0.8409,0.9923,0.8774,0.9923,0.8774
106,0.1032,0.6405,0.9599,0.8411,0.9934,0.9069,0.9542,0.8374,0.9601,0.842,0.9661,0.8466,0.9932,0.8775,0.9932,0.8776
107,0.1035,0.6452,0.9593,0.8414,0.9933,0.907,0.9525,0.835,0.9596,0.8429,0.9667,0.851,0.9932,0.8778,0.9932,0.8778
108,0.1007,0.6493,0.961,0.8459,0.9936,0.9062,0.9546,0.8357,0.9612,0.8482,0.968,0.8611,0.9933,0.8743,0.9933,0.8743
109,0.1062,0.6395,0.9592,0.8417,0.993,0.9077,0.9526,0.8354,0.9595,0.8432,0.9666,0.8512,0.9928,0.8779,0.9928,0.8779
110,0.1026,0.6459,0.9598,0.849,0.9935,0.9073,0.9543,0.846,0.9601,0.8497,0.966,0.8534,0.9933,0.8741,0.9933,0.874
111,0.1025,0.6497,0.9589,0.8456,0.9935,0.9068,0.9534,0.8368,0.9591,0.8476,0.965,0.8587,0.9934,0.8764,0.9934,0.8764
112,0.1028,0.6556,0.9597,0.8429,0.9934,0.9076,0.9533,0.8439,0.96,0.8427,0.9668,0.8415,0.9932,0.8762,0.9932,0.8761
113,0.1046,0.6452,0.959,0.8429,0.9931,0.9076,0.953,0.8432,0.9593,0.8429,0.9657,0.8426,0.9926,0.8784,0.9926,0.8784
114,0.0999,0.6575,0.9608,0.846,0.9938,0.9082,0.9554,0.841,0.961,0.8472,0.9667,0.8534,0.9937,0.8761,0.9937,0.876
115,0.0985,0.6683,0.9614,0.8462,0.9939,0.9079,0.956,0.8408,0.9617,0.8475,0.9674,0.8543,0.9937,0.8773,0.9937,0.8772
116,0.1003,0.6583,0.9612,0.8465,0.9937,0.9077,0.9563,0.8339,0.9614,0.8493,0.9666,0.8653,0.9936,0.8772,0.9936,0.8771
117,0.0989,0.6777,0.9617,0.8432,0.9939,0.9093,0.9562,0.842,0.9619,0.8434,0.9677,0.8448,0.9937,0.8776,0.9937,0.8775
118,0.0996,0.6803,0.9614,0.8444,0.9938,0.907,0.9564,0.839,0.9616,0.8456,0.9668,0.8523,0.9935,0.8769,0.9935,0.8769
119,0.0955,0.6624,0.9633,0.8488,0.9942,0.9101,0.9575,0.8405,0.9635,0.8506,0.9696,0.8609,0.9938,0.8795,0.9938,0.8794
120,0.0931,0.6712,0.9643,0.8446,0.9945,0.9074,0.9593,0.8373,0.9645,0.8463,0.9697,0.8554,0.9944,0.8747,0.9944,0.8746
121,0.0806,0.6694,0.9688,0.8502,0.9959,0.9113,0.964,0.8425,0.9689,0.8519,0.974,0.8616,0.9957,0.8804,0.9957,0.8803
122,0.0706,0.6988,0.9733,0.8488,0.9969,0.9114,0.9688,0.8454,0.9735,0.8495,0.9782,0.8536,0.9968,0.8798,0.9968,0.8796
123,0.07,0.7188,0.9734,0.85,0.997,0.9115,0.9691,0.8482,0.9735,0.8504,0.978,0.8525,0.9969,0.8796,0.9969,0.8793
124,0.0676,0.6976,0.9748,0.8526,0.9971,0.9102,0.9704,0.8414,0.9749,0.855,0.9794,0.8691,0.997,0.8787,0.997,0.8786
125,0.0679,0.7101,0.9743,0.8498,0.9971,0.9101,0.9699,0.842,0.9744,0.8515,0.9789,0.8611,0.9971,0.8787,0.9971,0.8786
126,0.0667,0.7435,0.9751,0.849,0.9972,0.9101,0.971,0.8415,0.9752,0.8507,0.9794,0.86,0.9971,0.8792,0.9971,0.8789
127,0.0708,0.7289,0.9728,0.8469,0.9969,0.9092,0.9683,0.8432,0.9729,0.8477,0.9775,0.8523,0.9969,0.8773,0.9969,0.8771
128,0.0658,0.726,0.976,0.8493,0.9973,0.9102,0.9721,0.8432,0.9761,0.8507,0.9801,0.8583,0.9971,0.8775,0.9971,0.8772
129,0.0652,0.7591,0.9759,0.8477,0.9973,0.9103,0.9722,0.8442,0.976,0.8485,0.9798,0.8528,0.9973,0.8787,0.9973,0.8783
130,0.0651,0.7542,0.9753,0.8494,0.9974,0.9107,0.9719,0.8461,0.9754,0.8502,0.9789,0.8543,0.9973,0.8789,0.9973,0.8785
131,0.0638,0.7408,0.9759,0.8468,0.9974,0.9103,0.972,0.8462,0.976,0.847,0.98,0.8477,0.9974,0.8779,0.9974,0.8777
132,0.0644,0.7374,0.975,0.8489,0.9974,0.9111,0.9722,0.8449,0.9751,0.8498,0.9781,0.8547,0.9973,0.8799,0.9973,0.8797
133,0.0641,0.7643,0.9754,0.8477,0.9974,0.911,0.9717,0.8453,0.9755,0.8482,0.9793,0.8512,0.9974,0.88,0.9974,0.8796
134,0.0612,0.7749,0.9769,0.8497,0.9977,0.9102,0.9735,0.8466,0.977,0.8503,0.9805,0.8541,0.9976,0.8786,0.9976,0.8784
135,0.064,0.7891,0.9754,0.8482,0.9974,0.9106,0.9726,0.8469,0.9755,0.8485,0.9784,0.8501,0.9974,0.8792,0.9974,0.8787
136,0.0614,0.7799,0.9765,0.8475,0.9976,0.911,0.9734,0.8435,0.9766,0.8483,0.9798,0.8532,0.9976,0.8789,0.9976,0.8784
137,0.0615,0.7623,0.9773,0.8504,0.9976,0.91,0.9748,0.8424,0.9773,0.8522,0.9799,0.8622,0.9976,0.8779,0.9976,0.8774
138,0.0599,0.7672,0.9775,0.8478,0.9977,0.9102,0.9737,0.8433,0.9775,0.8488,0.9815,0.8543,0.9977,0.8783,0.9977,0.8779
139,0.0594,0.7987,0.9779,0.8488,0.9978,0.9105,0.9748,0.8461,0.978,0.8494,0.9812,0.8528,0.9977,0.8802,0.9977,0.8796
140,0.0585,0.7921,0.9776,0.8476,0.9978,0.9103,0.9743,0.8454,0.9777,0.8481,0.981,0.8508,0.9978,0.8796,0.9978,0.8791
141,0.0619,0.796,0.9773,0.8499,0.9975,0.9116,0.9739,0.8461,0.9774,0.8507,0.981,0.8554,0.9974,0.8816,0.9974,0.881
142,0.0578,0.8033,0.9779,0.8481,0.9979,0.9122,0.9747,0.8457,0.978,0.8487,0.9813,0.8517,0.9978,0.8826,0.9978,0.8819
143,0.059,0.7885,0.9774,0.8457,0.9978,0.91,0.9746,0.8412,0.9774,0.8467,0.9803,0.8523,0.9977,0.8798,0.9977,0.8792
144,0.0604,0.8041,0.9774,0.847,0.9977,0.911,0.9743,0.841,0.9774,0.8484,0.9806,0.8559,0.9976,0.8814,0.9976,0.8808
145,0.0615,0.8086,0.9765,0.8482,0.9976,0.9105,0.9737,0.8433,0.9766,0.8493,0.9795,0.8554,0.9975,0.8802,0.9975,0.8796
146,0.0583,0.815,0.9775,0.8499,0.9978,0.9116,0.9749,0.8484,0.9775,0.8502,0.9802,0.8521,0.9978,0.8815,0.9978,0.8808
147,0.0613,0.8233,0.9768,0.8458,0.9976,0.9106,0.9738,0.8448,0.9769,0.846,0.9801,0.8473,0.9976,0.8804,0.9976,0.8798
148,0.0574,0.7962,0.9782,0.848,0.9979,0.9113,0.9751,0.846,0.9783,0.8485,0.9815,0.851,0.9978,0.8803,0.9978,0.8797
149,0.0573,0.8134,0.9781,0.8509,0.9979,0.9092,0.9746,0.8434,0.9782,0.8525,0.9819,0.8618,0.9979,0.8777,0.9979,0.8772
150,0.0571,0.8018,0.9785,0.8493,0.9979,0.9106,0.976,0.8432,0.9786,0.8507,0.9812,0.8583,0.9979,0.8804,0.9979,0.8796
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.6557,0.8551,0.9165,0.8432,0.8576,0.8725,0.8883,0.8881
