Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
17,0.4389,0.4422,0.7965,0.7937,0.8721,0.8734,0.7672,0.7645,0.807,0.8045,0.8513,0.8488,0.8434,0.8378,0.8434,0.8379
18,0.4302,0.4447,0.8001,0.7995,0.877,0.8717,0.7698,0.7771,0.8108,0.8073,0.8563,0.84,0.8508,0.8338,0.8508,0.8339
19,0.4252,0.4427,0.8046,0.7966,0.8806,0.8725,0.775,0.7667,0.8146,0.8075,0.8585,0.8528,0.8551,0.8394,0.8551,0.8395
20,0.4283,0.4354,0.8028,0.8032,0.879,0.8765,0.7732,0.7824,0.813,0.8102,0.8571,0.84,0.8533,0.8402,0.8533,0.8402
21,0.4213,0.435,0.8072,0.8048,0.8827,0.8756,0.7765,0.7731,0.8173,0.8155,0.8627,0.8629,0.8567,0.8399,0.8567,0.84
22,0.4193,0.44,0.8063,0.7978,0.8838,0.8723,0.7766,0.7714,0.8162,0.8071,0.8601,0.8464,0.8587,0.8345,0.8587,0.8346
23,0.416,0.4418,0.8101,0.7998,0.8857,0.8733,0.7804,0.7632,0.8197,0.8129,0.8632,0.8695,0.8613,0.8399,0.8614,0.84
24,0.4129,0.4287,0.8122,0.8054,0.888,0.8799,0.7816,0.7688,0.8219,0.8178,0.8666,0.8735,0.8653,0.8434,0.8653,0.8435
25,0.4104,0.4327,0.8128,0.8048,0.8892,0.8829,0.7833,0.7554,0.8221,0.822,0.8649,0.9015,0.8658,0.8479,0.8658,0.848
26,0.4036,0.4363,0.8165,0.804,0.8931,0.8783,0.7865,0.7824,0.8257,0.8113,0.8689,0.8424,0.8701,0.845,0.8701,0.8451
27,0.4015,0.4321,0.8164,0.8044,0.8942,0.8785,0.786,0.7789,0.8257,0.8129,0.8697,0.8501,0.8724,0.846,0.8724,0.846
28,0.4018,0.4345,0.8168,0.8071,0.8938,0.8789,0.7857,0.7738,0.8263,0.8182,0.8713,0.868,0.8718,0.8413,0.8718,0.8414
29,0.3981,0.4416,0.8207,0.799,0.8963,0.8741,0.7901,0.7729,0.8296,0.8082,0.8733,0.8468,0.8741,0.8392,0.8741,0.8393
30,0.4048,0.4275,0.8163,0.8094,0.8932,0.8837,0.7867,0.7958,0.8253,0.8137,0.8679,0.8325,0.8733,0.8498,0.8733,0.8499
31,0.3916,0.432,0.8216,0.8076,0.8996,0.8812,0.7928,0.7918,0.8299,0.8127,0.8706,0.8347,0.8803,0.847,0.8803,0.8471
32,0.391,0.4291,0.8225,0.8123,0.9008,0.8834,0.793,0.7988,0.831,0.8165,0.8729,0.8349,0.8818,0.8507,0.8818,0.8508
33,0.3829,0.4303,0.827,0.8113,0.9045,0.8821,0.7975,0.7948,0.8351,0.8165,0.8766,0.8393,0.8864,0.8466,0.8864,0.8467
34,0.3816,0.4285,0.828,0.8055,0.9054,0.8824,0.7983,0.7858,0.8361,0.812,0.8777,0.84,0.8878,0.8537,0.8878,0.8538
35,0.3904,0.4205,0.8243,0.8136,0.9011,0.8867,0.7945,0.8008,0.8328,0.8175,0.8749,0.8349,0.8812,0.8531,0.8812,0.8532
36,0.377,0.4235,0.8311,0.8098,0.9077,0.8855,0.8014,0.7762,0.839,0.8207,0.8804,0.8706,0.8896,0.8515,0.8896,0.8515
37,0.372,0.4138,0.8333,0.8115,0.9103,0.8896,0.8045,0.7786,0.8408,0.8221,0.8805,0.8706,0.8944,0.8575,0.8944,0.8575
38,0.3705,0.4181,0.8352,0.811,0.9108,0.8872,0.806,0.7914,0.8426,0.8171,0.8828,0.8446,0.8943,0.8547,0.8944,0.8548
39,0.3677,0.4279,0.8352,0.8076,0.913,0.8872,0.8067,0.8017,0.8426,0.8094,0.8818,0.8173,0.8973,0.8563,0.8973,0.8564
40,0.365,0.4164,0.8377,0.8142,0.914,0.8906,0.8095,0.7816,0.8447,0.8244,0.8832,0.8722,0.8983,0.8583,0.8983,0.8584
41,0.3243,0.4023,0.8581,0.8246,0.9328,0.8989,0.8308,0.7826,0.8637,0.8368,0.8994,0.8991,0.9211,0.865,0.9211,0.8651
42,0.3077,0.4063,0.8676,0.8242,0.9395,0.9002,0.8412,0.8127,0.8725,0.8274,0.9061,0.8426,0.93,0.8676,0.93,0.8677
43,0.302,0.4,0.8692,0.8286,0.9418,0.9008,0.843,0.8012,0.874,0.8361,0.9073,0.8741,0.9326,0.8675,0.9326,0.8675
44,0.2961,0.3987,0.8722,0.8274,0.9441,0.9019,0.8458,0.8016,0.8769,0.8345,0.9104,0.8702,0.935,0.8678,0.935,0.8678
45,0.2904,0.4056,0.8759,0.827,0.9464,0.8997,0.8501,0.8052,0.8803,0.8329,0.9126,0.8627,0.9386,0.8652,0.9386,0.8652
46,0.2861,0.4203,0.8782,0.8261,0.9481,0.8994,0.853,0.7903,0.8824,0.8362,0.9138,0.8878,0.9403,0.8638,0.9403,0.8639
47,0.2822,0.409,0.8794,0.8289,0.9495,0.9008,0.8556,0.8028,0.8833,0.836,0.9129,0.8722,0.9419,0.8663,0.9419,0.8664
48,0.2733,0.4166,0.8841,0.8298,0.9528,0.8996,0.8612,0.8048,0.8877,0.8365,0.9159,0.8708,0.9465,0.8653,0.9465,0.8653
49,0.2707,0.4113,0.8846,0.8316,0.9538,0.904,0.8614,0.8134,0.8882,0.8364,0.9168,0.8607,0.9475,0.8728,0.9475,0.8729
50,0.265,0.4081,0.8887,0.8322,0.9558,0.9057,0.8668,0.8145,0.892,0.8369,0.9186,0.8605,0.9497,0.8731,0.9497,0.8732
51,0.2575,0.4296,0.8912,0.8327,0.9584,0.9017,0.8699,0.8119,0.8943,0.8381,0.9201,0.866,0.9532,0.8648,0.9532,0.8649
52,0.2545,0.4321,0.8929,0.8314,0.9592,0.9038,0.8715,0.8193,0.8959,0.8345,0.9217,0.8503,0.9542,0.8704,0.9542,0.8704
53,0.2515,0.4231,0.8924,0.8339,0.9603,0.9031,0.8735,0.8072,0.895,0.8408,0.9177,0.8775,0.9562,0.8689,0.9562,0.869
54,0.2485,0.4357,0.8956,0.8309,0.9615,0.898,0.8759,0.8061,0.8983,0.8375,0.9218,0.8715,0.9572,0.8615,0.9572,0.8616
55,0.2432,0.4297,0.8987,0.833,0.9627,0.902,0.8785,0.8132,0.9014,0.8382,0.9255,0.8647,0.9583,0.8673,0.9583,0.8673
56,0.2393,0.4362,0.8999,0.8334,0.9643,0.9022,0.8801,0.808,0.9025,0.84,0.926,0.8746,0.9603,0.8694,0.9603,0.8695
57,0.2364,0.4446,0.9016,0.8319,0.9652,0.9011,0.8814,0.828,0.9042,0.8329,0.9281,0.838,0.9618,0.8671,0.9618,0.8671
58,0.232,0.4518,0.9023,0.8307,0.9664,0.9034,0.8835,0.8197,0.9046,0.8336,0.9267,0.8479,0.9632,0.8716,0.9632,0.8717
59,0.2258,0.4362,0.9054,0.8341,0.9681,0.9037,0.8881,0.8174,0.9075,0.8384,0.9278,0.8605,0.9653,0.8696,0.9653,0.8697
60,0.2238,0.4372,0.9078,0.8369,0.9686,0.9038,0.8895,0.8151,0.91,0.8424,0.9314,0.8715,0.9657,0.8686,0.9657,0.8686
61,0.2185,0.4392,0.909,0.8325,0.9703,0.9022,0.892,0.8178,0.911,0.8363,0.9307,0.8556,0.9677,0.8678,0.9678,0.8678
62,0.2148,0.448,0.9114,0.8298,0.971,0.9028,0.8947,0.8034,0.9133,0.837,0.9326,0.8735,0.9683,0.8732,0.9683,0.8733
63,0.2168,0.4518,0.9107,0.8321,0.9707,0.9018,0.8945,0.8066,0.9125,0.8389,0.9312,0.8739,0.9681,0.8655,0.9681,0.8656
64,0.2107,0.4614,0.9132,0.8361,0.9723,0.9058,0.8973,0.8333,0.9149,0.8368,0.9333,0.8404,0.9695,0.8729,0.9695,0.873
65,0.209,0.4776,0.9142,0.8293,0.973,0.9018,0.8978,0.821,0.916,0.8315,0.9349,0.8422,0.9709,0.8681,0.9709,0.8682
66,0.2024,0.4704,0.9157,0.8365,0.9746,0.9032,0.9012,0.8119,0.9172,0.8428,0.9338,0.8761,0.9728,0.869,0.9728,0.8691
67,0.2002,0.4661,0.9181,0.8401,0.975,0.906,0.9036,0.8187,0.9195,0.8453,0.9359,0.8737,0.9728,0.8733,0.9728,0.8734
68,0.1995,0.4772,0.9175,0.8332,0.9751,0.9032,0.904,0.8293,0.9189,0.8343,0.9343,0.8393,0.9732,0.8695,0.9732,0.8695
69,0.1914,0.4699,0.9225,0.8362,0.9772,0.9042,0.9086,0.8244,0.9239,0.8392,0.9397,0.8545,0.9755,0.8714,0.9755,0.8714
70,0.1917,0.4669,0.9223,0.833,0.9773,0.9043,0.909,0.8162,0.9236,0.8374,0.9386,0.8596,0.9757,0.8704,0.9757,0.8705
71,0.1906,0.4697,0.9226,0.8352,0.9774,0.9044,0.9098,0.8167,0.9237,0.8399,0.9381,0.8644,0.9755,0.8694,0.9755,0.8695
72,0.191,0.4917,0.9211,0.8372,0.9774,0.9026,0.9084,0.8232,0.9223,0.8407,0.9366,0.8589,0.9761,0.8663,0.9761,0.8664
73,0.2029,0.4603,0.9189,0.8367,0.9751,0.9021,0.9058,0.8128,0.9202,0.8427,0.9349,0.8748,0.9732,0.8671,0.9732,0.8671
74,0.182,0.4967,0.9253,0.834,0.9795,0.9058,0.9123,0.8308,0.9265,0.8348,0.9411,0.8389,0.9783,0.8734,0.9783,0.8735
75,0.1765,0.4931,0.9294,0.837,0.9807,0.9034,0.9173,0.83,0.9304,0.8387,0.9439,0.8477,0.9794,0.8691,0.9794,0.8691
76,0.1765,0.4917,0.9282,0.8379,0.9806,0.9056,0.9169,0.8208,0.9292,0.8421,0.9419,0.8644,0.9792,0.8716,0.9792,0.8717
77,0.1699,0.5065,0.9317,0.8365,0.9823,0.9042,0.9203,0.8321,0.9326,0.8377,0.9453,0.8433,0.9814,0.8703,0.9814,0.8703
78,0.1691,0.496,0.9314,0.8349,0.9823,0.9016,0.9208,0.8305,0.9323,0.836,0.9441,0.8415,0.9811,0.8678,0.9811,0.8679
79,0.1695,0.5098,0.9318,0.8383,0.9822,0.9046,0.9211,0.8226,0.9327,0.8422,0.9445,0.8627,0.9811,0.8677,0.9811,0.8677
80,0.1744,0.5194,0.9297,0.834,0.9812,0.9045,0.918,0.8265,0.9307,0.8359,0.9437,0.8455,0.98,0.8695,0.98,0.8695
81,0.138,0.535,0.9456,0.846,0.9883,0.9108,0.9364,0.8325,0.9461,0.8491,0.9561,0.8664,0.9877,0.8772,0.9877,0.8772
82,0.1176,0.5301,0.9546,0.8445,0.9915,0.9101,0.947,0.8374,0.9549,0.8461,0.963,0.855,0.9912,0.8752,0.9912,0.8752
83,0.1158,0.5554,0.9539,0.8438,0.9917,0.9094,0.9458,0.8346,0.9543,0.846,0.963,0.8576,0.9912,0.8749,0.9912,0.8749
84,0.1103,0.5386,0.9568,0.8434,0.9925,0.9095,0.9495,0.8261,0.9571,0.8475,0.9649,0.87,0.9922,0.8747,0.9922,0.8748
85,0.1119,0.5489,0.9569,0.8438,0.9922,0.9086,0.9495,0.8247,0.9572,0.8483,0.965,0.8733,0.9918,0.8751,0.9918,0.8751
86,0.1091,0.5462,0.9571,0.8427,0.9926,0.9101,0.9494,0.8333,0.9574,0.8449,0.9656,0.857,0.9924,0.8755,0.9924,0.8755
87,0.1107,0.576,0.9572,0.8453,0.9924,0.9115,0.9501,0.8378,0.9575,0.847,0.965,0.8563,0.9921,0.8772,0.9921,0.8772
88,0.1071,0.5889,0.9583,0.8456,0.9928,0.9081,0.9517,0.8376,0.9586,0.8474,0.9656,0.8574,0.9925,0.8742,0.9925,0.8742
89,0.1049,0.611,0.9596,0.8433,0.9931,0.9093,0.9538,0.8336,0.9598,0.8455,0.9658,0.8578,0.9929,0.8764,0.9929,0.8763
90,0.1047,0.5884,0.959,0.8446,0.9932,0.9086,0.9528,0.833,0.9593,0.8473,0.9658,0.862,0.9929,0.8736,0.9929,0.8735
91,0.1046,0.619,0.959,0.844,0.9932,0.9082,0.9533,0.8331,0.9593,0.8466,0.9653,0.8605,0.993,0.8724,0.993,0.8723
92,0.1013,0.5914,0.9598,0.8412,0.9936,0.9102,0.9529,0.8362,0.9601,0.8424,0.9675,0.8486,0.9934,0.8794,0.9934,0.8794
93,0.1043,0.6122,0.9597,0.8415,0.9932,0.9093,0.9538,0.8322,0.96,0.8437,0.9662,0.8556,0.993,0.8761,0.993,0.8761
94,0.1059,0.6261,0.9592,0.8422,0.993,0.9096,0.9528,0.8368,0.9595,0.8434,0.9663,0.8501,0.9926,0.8756,0.9926,0.8754
95,0.0967,0.61,0.9618,0.8415,0.9942,0.9095,0.9563,0.832,0.962,0.8438,0.9677,0.8559,0.994,0.8764,0.994,0.8761
96,0.0962,0.6294,0.963,0.844,0.9943,0.9091,0.9581,0.8361,0.9632,0.8459,0.9684,0.8559,0.9941,0.8759,0.9941,0.8758
97,0.0966,0.6532,0.9624,0.8429,0.9941,0.909,0.9568,0.8333,0.9626,0.8452,0.9685,0.8574,0.9938,0.875,0.9938,0.8747
98,0.095,0.6305,0.9634,0.8421,0.9943,0.9088,0.9582,0.8362,0.9636,0.8434,0.9689,0.8508,0.994,0.8752,0.994,0.875
99,0.0927,0.6402,0.9643,0.845,0.9946,0.9098,0.9597,0.841,0.9644,0.846,0.9692,0.851,0.9945,0.8754,0.9945,0.8752
100,0.0925,0.6176,0.9641,0.8442,0.9947,0.9102,0.959,0.8349,0.9643,0.8463,0.9696,0.8581,0.9945,0.8781,0.9945,0.8781
101,0.0956,0.6429,0.9625,0.8433,0.9943,0.9096,0.9573,0.8334,0.9627,0.8456,0.9681,0.8581,0.9941,0.8759,0.9941,0.8756
102,0.0896,0.6711,0.965,0.8445,0.995,0.909,0.9598,0.837,0.9651,0.8462,0.9705,0.8556,0.9949,0.8744,0.9949,0.8739
103,0.0908,0.6523,0.9644,0.8448,0.9948,0.9114,0.959,0.8459,0.9646,0.8446,0.9703,0.8433,0.9946,0.878,0.9946,0.8778
104,0.0918,0.668,0.9644,0.8434,0.9947,0.9093,0.9598,0.8377,0.9645,0.8447,0.9694,0.8519,0.9946,0.8769,0.9946,0.8766
105,0.0914,0.6637,0.9656,0.8432,0.9947,0.9112,0.9607,0.8454,0.9658,0.8427,0.971,0.84,0.9946,0.8786,0.9946,0.8783
106,0.0894,0.6454,0.9652,0.8475,0.995,0.9111,0.9605,0.8293,0.9654,0.8516,0.9703,0.875,0.9948,0.8778,0.9948,0.8773
107,0.0884,0.6781,0.9656,0.845,0.9951,0.9093,0.9608,0.8383,0.9658,0.8466,0.9709,0.855,0.995,0.8736,0.995,0.873
108,0.0851,0.6778,0.9674,0.8403,0.9955,0.9088,0.9627,0.8362,0.9675,0.8413,0.9724,0.8464,0.9954,0.8741,0.9954,0.8736
109,0.0892,0.6725,0.9659,0.8429,0.995,0.9084,0.9617,0.8351,0.966,0.8448,0.9704,0.8547,0.9948,0.8735,0.9948,0.873
110,0.0912,0.6842,0.9644,0.8464,0.9948,0.9125,0.9596,0.8416,0.9646,0.8475,0.9697,0.8534,0.9947,0.8801,0.9947,0.8794
111,0.0852,0.6739,0.967,0.8451,0.9955,0.9106,0.9623,0.8346,0.9671,0.8476,0.972,0.8609,0.9954,0.877,0.9954,0.8764
112,0.0843,0.6809,0.9672,0.8465,0.9955,0.9116,0.9628,0.8349,0.9674,0.8491,0.9719,0.8638,0.9954,0.8791,0.9954,0.8785
113,0.085,0.6831,0.9661,0.8458,0.9955,0.9113,0.9622,0.8347,0.9662,0.8483,0.9702,0.8625,0.9954,0.8767,0.9954,0.8759
114,0.0838,0.6722,0.9684,0.8447,0.9955,0.9107,0.9637,0.8382,0.9686,0.8462,0.9734,0.8543,0.9954,0.8779,0.9954,0.8775
115,0.0793,0.7061,0.9705,0.8453,0.996,0.9121,0.9672,0.8408,0.9706,0.8463,0.974,0.8519,0.9959,0.8791,0.9959,0.8785
116,0.0833,0.6879,0.9679,0.8427,0.9956,0.9122,0.9642,0.8313,0.9681,0.8454,0.9719,0.86,0.9955,0.8809,0.9955,0.8804
117,0.0847,0.7128,0.967,0.8472,0.9954,0.9112,0.9632,0.8405,0.9672,0.8488,0.9712,0.8572,0.9953,0.8786,0.9953,0.8778
118,0.0814,0.6902,0.9695,0.8455,0.9958,0.9117,0.9644,0.8401,0.9697,0.8467,0.975,0.8534,0.9957,0.8796,0.9957,0.8791
119,0.0824,0.7034,0.9689,0.844,0.9958,0.9126,0.9643,0.8388,0.969,0.8453,0.9738,0.8519,0.9957,0.8813,0.9957,0.8806
120,0.0776,0.696,0.9704,0.8455,0.9962,0.9123,0.967,0.8372,0.9706,0.8474,0.9741,0.8578,0.9962,0.8811,0.9962,0.8805
121,0.0658,0.7199,0.9752,0.8493,0.9972,0.9156,0.9717,0.8423,0.9753,0.8509,0.979,0.8596,0.9972,0.8851,0.9972,0.8843
122,0.0585,0.7028,0.9781,0.8479,0.9978,0.9144,0.9751,0.8395,0.9781,0.8498,0.9811,0.8603,0.9978,0.8827,0.9978,0.8819
123,0.0574,0.7079,0.979,0.8483,0.998,0.9141,0.9763,0.8388,0.979,0.8505,0.9818,0.8625,0.998,0.8819,0.998,0.881
124,0.0564,0.744,0.9785,0.8487,0.998,0.9148,0.9749,0.8439,0.9785,0.8497,0.9822,0.8556,0.998,0.8828,0.998,0.8815
125,0.0549,0.7466,0.9799,0.8485,0.9981,0.9148,0.977,0.8444,0.9799,0.8493,0.9829,0.8543,0.998,0.8841,0.998,0.8829
126,0.0526,0.7529,0.9806,0.8467,0.9983,0.9148,0.9781,0.8477,0.9807,0.8465,0.9832,0.8453,0.9983,0.883,0.9983,0.882
127,0.0515,0.7666,0.9804,0.8503,0.9984,0.9144,0.9782,0.8399,0.9805,0.8526,0.9827,0.8658,0.9983,0.8831,0.9983,0.8817
128,0.053,0.7676,0.9806,0.8499,0.9982,0.9156,0.9776,0.847,0.9807,0.8505,0.9838,0.8541,0.9982,0.8861,0.9982,0.8849
129,0.0563,0.7583,0.9789,0.8493,0.998,0.9146,0.9768,0.8432,0.979,0.8507,0.9812,0.8583,0.9979,0.8848,0.9979,0.8838
130,0.0517,0.7733,0.9806,0.8514,0.9983,0.9153,0.9784,0.8442,0.9806,0.853,0.9828,0.862,0.9983,0.8849,0.9983,0.8836
131,0.0485,0.7985,0.9824,0.8476,0.9985,0.914,0.9798,0.8443,0.9824,0.8483,0.985,0.8523,0.9985,0.8827,0.9985,0.881
132,0.0525,0.7633,0.9802,0.8501,0.9983,0.9136,0.978,0.8404,0.9802,0.8522,0.9825,0.8644,0.9983,0.8819,0.9983,0.8805
133,0.0501,0.7736,0.9813,0.8482,0.9984,0.9127,0.9797,0.8382,0.9813,0.8505,0.9829,0.8631,0.9984,0.8815,0.9984,0.8802
134,0.0518,0.7758,0.9813,0.8469,0.9982,0.9136,0.9787,0.8413,0.9814,0.8482,0.984,0.8552,0.9982,0.8827,0.9982,0.8817
135,0.052,0.8069,0.9809,0.85,0.9983,0.9148,0.9782,0.8481,0.981,0.8504,0.9838,0.8528,0.9982,0.8848,0.9982,0.8835
136,0.0539,0.7886,0.9806,0.8464,0.9982,0.913,0.9781,0.8382,0.9806,0.8482,0.9832,0.8585,0.9981,0.8825,0.9981,0.8812
137,0.0507,0.8006,0.9812,0.846,0.9984,0.9137,0.9791,0.8416,0.9812,0.847,0.9834,0.8525,0.9983,0.8835,0.9983,0.8819
138,0.0509,0.7967,0.9815,0.8473,0.9983,0.9145,0.9789,0.8429,0.9816,0.8484,0.9843,0.8539,0.9982,0.8839,0.9982,0.8824
139,0.0506,0.7934,0.9809,0.8473,0.9984,0.9153,0.9787,0.8431,0.981,0.8483,0.9833,0.8536,0.9984,0.884,0.9984,0.8825
140,0.0503,0.7977,0.9811,0.8478,0.9984,0.9151,0.9787,0.8423,0.9812,0.849,0.9836,0.8559,0.9983,0.8843,0.9983,0.8828
141,0.0469,0.8011,0.9827,0.845,0.9986,0.9144,0.9806,0.842,0.9827,0.8457,0.9849,0.8495,0.9986,0.8829,0.9986,0.8814
142,0.0489,0.8221,0.9819,0.8479,0.9985,0.9141,0.9801,0.8414,0.982,0.8493,0.9838,0.8574,0.9984,0.8844,0.9984,0.8824
143,0.0478,0.7984,0.9823,0.8498,0.9985,0.9143,0.9794,0.8398,0.9824,0.852,0.9854,0.8644,0.9985,0.8827,0.9985,0.8809
144,0.0489,0.8012,0.9815,0.8494,0.9984,0.9148,0.9795,0.8389,0.9816,0.8518,0.9837,0.8651,0.9984,0.8838,0.9984,0.8818
145,0.0489,0.8272,0.9817,0.8532,0.9985,0.915,0.9794,0.8491,0.9818,0.8541,0.9842,0.8592,0.9984,0.8848,0.9984,0.8826
146,0.0487,0.8116,0.9823,0.848,0.9985,0.915,0.9799,0.841,0.9823,0.8496,0.9847,0.8583,0.9984,0.8842,0.9984,0.8821
147,0.0462,0.8391,0.9823,0.8482,0.9986,0.9137,0.9808,0.8402,0.9823,0.85,0.9838,0.86,0.9986,0.8837,0.9986,0.8814
148,0.0464,0.8446,0.9827,0.848,0.9986,0.9151,0.9808,0.844,0.9827,0.8489,0.9846,0.8539,0.9986,0.8849,0.9986,0.8827
149,0.0465,0.8343,0.9826,0.8473,0.9986,0.9142,0.9804,0.8446,0.9827,0.848,0.9849,0.8514,0.9986,0.883,0.9986,0.8811
150,0.0481,0.8338,0.9821,0.8502,0.9985,0.9145,0.9797,0.8438,0.9821,0.8516,0.9846,0.8596,0.9984,0.8854,0.9984,0.8835
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.8507,0.8463,0.9136,0.8456,0.8464,0.8473,0.8834,0.8817
