Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall
31,0.1759,0.5,0.9353,0.8696,0.9298,0.7986,0.9144,0.7259,0.9041,0.6946
32,0.1747,0.4741,0.9359,0.8696,0.9285,0.7888,0.9141,0.7575,0.9027,0.7457
33,0.1603,0.4817,0.9428,0.8725,0.9219,0.7849,0.9003,0.7327,0.8877,0.7078
34,0.1635,0.479,0.9404,0.8776,0.9273,0.7788,0.9172,0.7444,0.9103,0.735
35,0.1639,0.4813,0.9437,0.8763,0.9289,0.7637,0.9061,0.7045,0.8937,0.6731
36,0.1604,0.4805,0.9452,0.8771,0.9469,0.7563,0.9409,0.7089,0.9362,0.6906
37,0.1579,0.498,0.9437,0.8698,0.9329,0.8,0.9175,0.7507,0.9097,0.732
38,0.1524,0.4767,0.9458,0.8717,0.9311,0.806,0.9195,0.7589,0.9117,0.7317
39,0.1534,0.4793,0.9473,0.8795,0.9196,0.8182,0.9103,0.7734,0.9057,0.7556
40,0.1436,0.4972,0.9496,0.8755,0.9423,0.7961,0.9331,0.748,0.9277,0.7232
41,0.0893,0.455,0.9684,0.8934,0.9704,0.7976,0.9656,0.7664,0.9619,0.7499
42,0.0591,0.4684,0.979,0.8939,0.9815,0.7936,0.9737,0.7591,0.9691,0.7426
43,0.0515,0.4742,0.9828,0.8945,0.9784,0.7895,0.9712,0.7595,0.9665,0.7467
44,0.0494,0.4711,0.9822,0.899,0.98,0.8133,0.9777,0.7658,0.9767,0.7433
45,0.0458,0.4959,0.9842,0.8977,0.9848,0.7882,0.9798,0.7572,0.9761,0.7441
46,0.0438,0.5062,0.9859,0.8939,0.9887,0.7864,0.9842,0.7525,0.9809,0.7354
47,0.0441,0.4712,0.9846,0.8964,0.9863,0.8232,0.9816,0.7837,0.9779,0.7657
48,0.0449,0.4894,0.985,0.8988,0.9901,0.8101,0.9884,0.7736,0.9867,0.7609
49,0.0457,0.4949,0.9844,0.8929,0.9885,0.8303,0.9866,0.7861,0.985,0.7605
50,0.0445,0.4848,0.9855,0.8964,0.9822,0.8142,0.9783,0.7796,0.9771,0.7604
51,0.0452,0.5129,0.9848,0.8964,0.9893,0.8007,0.9859,0.7449,0.983,0.7153
52,0.0406,0.4999,0.9868,0.899,0.9868,0.8202,0.9779,0.7672,0.9724,0.7391
53,0.0396,0.4773,0.986,0.8993,0.987,0.8161,0.9807,0.7833,0.9769,0.7703
54,0.0418,0.5119,0.9859,0.8966,0.9873,0.8471,0.9857,0.7976,0.9845,0.7752
55,0.0479,0.5254,0.9832,0.8915,0.987,0.8015,0.9788,0.7707,0.9725,0.7538
56,0.0506,0.5121,0.9825,0.898,0.9816,0.8307,0.9811,0.7875,0.982,0.7736
57,0.0527,0.5391,0.9812,0.8918,0.9773,0.8068,0.9774,0.7719,0.9783,0.7558
58,0.051,0.4882,0.9818,0.8918,0.979,0.7985,0.9758,0.7665,0.9763,0.7536
59,0.0518,0.5005,0.982,0.8961,0.9826,0.812,0.9754,0.7736,0.9705,0.7541
60,0.0539,0.5041,0.9816,0.8964,0.973,0.8024,0.969,0.7784,0.9681,0.7677
61,0.0585,0.5118,0.9803,0.8929,0.9769,0.7801,0.9781,0.7273,0.9804,0.7075
62,0.0562,0.5117,0.9813,0.8929,0.9817,0.8007,0.9752,0.7619,0.9705,0.7458
63,0.0512,0.5372,0.9825,0.8977,0.9741,0.8042,0.9706,0.7652,0.969,0.7457
64,0.0519,0.5592,0.9823,0.898,0.9746,0.8164,0.9641,0.7706,0.9569,0.7494
65,0.0472,0.5485,0.9841,0.8881,0.9778,0.8132,0.969,0.7676,0.963,0.7514
66,0.0501,0.4882,0.9823,0.899,0.9777,0.8418,0.9759,0.8041,0.9764,0.787
67,0.0536,0.5315,0.9813,0.8977,0.9799,0.808,0.9782,0.771,0.9777,0.7527
68,0.0524,0.5454,0.9817,0.898,0.9709,0.8019,0.9632,0.7627,0.9582,0.7499
69,0.0495,0.5059,0.9828,0.887,0.9744,0.793,0.9734,0.759,0.9734,0.7443
70,0.046,0.5061,0.9846,0.8931,0.9761,0.8015,0.9736,0.7667,0.9721,0.7542
71,0.052,0.5413,0.9814,0.8942,0.9712,0.7936,0.9686,0.7616,0.9663,0.7451
72,0.0501,0.5128,0.9827,0.895,0.9836,0.8487,0.9764,0.7918,0.9708,0.7701
73,0.0533,0.5188,0.9819,0.8915,0.981,0.7919,0.9784,0.7497,0.9774,0.7314
74,0.0528,0.5497,0.9826,0.8923,0.9828,0.8179,0.9737,0.7752,0.9682,0.756
75,0.0465,0.508,0.9844,0.8996,0.9811,0.8395,0.9793,0.7998,0.9784,0.7835
76,0.0497,0.5495,0.9815,0.8953,0.9759,0.8055,0.9736,0.7654,0.9725,0.7496
77,0.0424,0.5558,0.9853,0.8939,0.9846,0.803,0.9721,0.7746,0.9632,0.761
78,0.0399,0.571,0.9861,0.8934,0.9849,0.8216,0.9764,0.7816,0.9704,0.7679
79,0.0469,0.5413,0.9835,0.8934,0.9852,0.802,0.9835,0.7774,0.9823,0.7662
80,0.0502,0.5262,0.9835,0.8958,0.9676,0.8107,0.9647,0.785,0.9633,0.7708
81,0.0275,0.5485,0.9898,0.9022,0.9851,0.8269,0.9815,0.7945,0.9789,0.7791
82,0.0191,0.5272,0.9935,0.9017,0.9935,0.8258,0.99,0.7878,0.9877,0.772
83,0.0168,0.5479,0.9947,0.9028,0.9957,0.8,0.9937,0.7752,0.9919,0.7624
84,0.0152,0.5486,0.9954,0.9033,0.9943,0.7934,0.9947,0.7698,0.9952,0.7576
85,0.0136,0.5911,0.9961,0.9036,0.9969,0.8148,0.997,0.7722,0.997,0.7509
86,0.0129,0.5786,0.9964,0.8988,0.9971,0.8211,0.9971,0.7818,0.9971,0.7646
87,0.0121,0.5755,0.9963,0.9031,0.9982,0.816,0.9967,0.7784,0.9954,0.7616
88,0.0129,0.5931,0.9956,0.9004,0.9978,0.8134,0.9908,0.7789,0.986,0.7621
89,0.0141,0.5744,0.9953,0.9022,0.9957,0.7978,0.9922,0.7702,0.9897,0.7572
90,0.0134,0.5793,0.9964,0.898,0.9976,0.8064,0.9944,0.7659,0.9923,0.7501
91,0.0128,0.5744,0.996,0.8993,0.9928,0.7867,0.9917,0.7625,0.9907,0.7541
92,0.0135,0.6097,0.9958,0.8969,0.9869,0.7901,0.9915,0.7642,0.9979,0.7492
93,0.0147,0.5681,0.9952,0.9009,0.9966,0.8034,0.9954,0.7788,0.9944,0.7679
94,0.012,0.5824,0.9964,0.902,0.997,0.801,0.9951,0.7606,0.9936,0.746
95,0.013,0.6108,0.9959,0.9017,0.996,0.796,0.9946,0.7609,0.9934,0.749
96,0.0139,0.5802,0.9955,0.9031,0.9912,0.8246,0.9919,0.7806,0.9926,0.7598
97,0.0138,0.5962,0.9956,0.9065,0.9972,0.8231,0.9944,0.7882,0.9918,0.7725
98,0.012,0.5941,0.9958,0.9057,0.9956,0.8068,0.9946,0.7658,0.9938,0.7481
99,0.0127,0.5661,0.9959,0.9079,0.9933,0.8211,0.9907,0.7995,0.9891,0.8008
100,0.0139,0.5884,0.9955,0.9033,0.995,0.8192,0.9923,0.7955,0.9907,0.7981
101,0.0142,0.5771,0.9954,0.9036,0.9912,0.8148,0.9886,0.7858,0.9868,0.78
102,0.0152,0.5405,0.9953,0.9052,0.9953,0.8489,0.9958,0.8063,0.9964,0.786
103,0.0155,0.5636,0.9947,0.9022,0.9933,0.8233,0.991,0.7737,0.9896,0.7543
104,0.0161,0.6254,0.9949,0.8998,0.9941,0.8235,0.9945,0.7843,0.9951,0.769
105,0.0176,0.5874,0.9942,0.8964,0.9961,0.7977,0.9906,0.7692,0.9867,0.7593
106,0.0149,0.5873,0.9951,0.9017,0.9938,0.7991,0.9929,0.7683,0.9922,0.758
107,0.0152,0.6011,0.9955,0.9001,0.9967,0.7915,0.9877,0.7527,0.9809,0.7354
108,0.0169,0.5944,0.9947,0.9006,0.9912,0.8003,0.9922,0.7519,0.9936,0.7309
109,0.013,0.6219,0.9959,0.8966,0.9885,0.8085,0.9879,0.7806,0.9877,0.7697
110,0.0158,0.5973,0.9945,0.9028,0.9944,0.8097,0.9871,0.7712,0.9821,0.7563
111,0.0167,0.6091,0.9946,0.9028,0.9961,0.7891,0.9951,0.7672,0.9943,0.7567
112,0.018,0.6401,0.9939,0.8985,0.992,0.8023,0.9929,0.7651,0.9943,0.7496
113,0.0154,0.6197,0.9951,0.9017,0.9903,0.776,0.9813,0.7517,0.975,0.7384
114,0.0137,0.6139,0.9957,0.8993,0.9939,0.7943,0.9846,0.7574,0.9786,0.7374
115,0.0167,0.6154,0.9946,0.9049,0.9882,0.8106,0.9883,0.7654,0.989,0.7445
116,0.0156,0.5556,0.9952,0.9068,0.9927,0.8104,0.9927,0.7815,0.9933,0.7707
117,0.0159,0.604,0.9944,0.9014,0.9949,0.8068,0.9857,0.7811,0.9802,0.7717
118,0.0161,0.5957,0.9944,0.9014,0.9945,0.8125,0.9929,0.7933,0.9915,0.791
119,0.0155,0.624,0.9948,0.8982,0.9942,0.7975,0.9923,0.7618,0.9908,0.7454
120,0.0164,0.6273,0.9947,0.9036,0.9944,0.8059,0.9952,0.7693,0.996,0.7574
121,0.0103,0.6244,0.9969,0.9052,0.9977,0.823,0.9935,0.7858,0.99,0.7711
122,0.0082,0.6101,0.9975,0.9039,0.9984,0.7985,0.9944,0.7705,0.9914,0.7625
123,0.0086,0.6075,0.9973,0.9068,0.9973,0.8271,0.9973,0.7882,0.9974,0.7724
124,0.0063,0.6014,0.9981,0.9071,0.9984,0.8189,0.998,0.7831,0.9976,0.7716
125,0.0068,0.5926,0.9979,0.9084,0.9993,0.7998,0.9985,0.7749,0.9978,0.7692
126,0.0064,0.5991,0.9983,0.9047,0.9992,0.8125,0.9972,0.7796,0.9954,0.7697
127,0.0066,0.5951,0.9982,0.906,0.9943,0.8062,0.9957,0.7799,0.9978,0.7752
128,0.0055,0.6031,0.9984,0.9039,0.9977,0.8088,0.9933,0.7785,0.9901,0.7705
129,0.0069,0.6069,0.998,0.9047,0.9959,0.8065,0.9967,0.7787,0.9977,0.7703
130,0.0053,0.5921,0.9985,0.9106,0.9961,0.8223,0.9964,0.7886,0.9968,0.7791
131,0.0055,0.5975,0.9984,0.9055,0.9973,0.8189,0.9981,0.7835,0.999,0.7687
132,0.0057,0.6179,0.9984,0.9065,0.9989,0.8251,0.9984,0.7829,0.998,0.7644
133,0.0058,0.6196,0.9983,0.9081,0.9984,0.8073,0.9955,0.7773,0.9932,0.769
134,0.0049,0.607,0.9985,0.9079,0.9995,0.808,0.9974,0.7783,0.9955,0.7701
135,0.0058,0.5904,0.9984,0.9073,0.9987,0.811,0.9984,0.7783,0.9982,0.7701
136,0.0056,0.6167,0.9983,0.9092,0.9992,0.8031,0.9989,0.7736,0.9985,0.7631
137,0.005,0.6217,0.9985,0.9068,0.9986,0.8014,0.9963,0.7735,0.9944,0.7633
138,0.0047,0.6309,0.9988,0.9068,0.9986,0.7989,0.9981,0.7804,0.9976,0.7725
139,0.0054,0.6454,0.9986,0.9022,0.9992,0.7988,0.9991,0.7656,0.999,0.7474
140,0.0055,0.6219,0.9985,0.9068,0.9997,0.778,0.9994,0.7644,0.9991,0.7608
141,0.0058,0.6197,0.9981,0.9052,0.9983,0.7761,0.9957,0.7601,0.9942,0.7543
142,0.006,0.6218,0.998,0.9076,0.9989,0.7751,0.9964,0.7654,0.9944,0.7639
143,0.0057,0.6389,0.9982,0.9063,0.9977,0.7876,0.9958,0.7642,0.9944,0.7524
144,0.0059,0.6205,0.9985,0.9063,0.9992,0.8031,0.9991,0.7667,0.999,0.7517
145,0.0057,0.6094,0.9984,0.9095,0.999,0.7779,0.9985,0.7708,0.9981,0.7727
146,0.0062,0.609,0.9979,0.9057,0.9976,0.8035,0.9956,0.7798,0.9942,0.7702
147,0.0062,0.6179,0.9981,0.9041,0.9977,0.7899,0.9979,0.7665,0.9982,0.7548
148,0.0064,0.6267,0.9981,0.9071,0.9982,0.7992,0.9961,0.7778,0.9947,0.7706
149,0.0055,0.6341,0.9982,0.91,0.9961,0.8225,0.9972,0.7933,0.9986,0.7848
150,0.0068,0.6309,0.998,0.9004,0.9983,0.7809,0.9967,0.7568,0.9953,0.751
Epoch,Test Loss,Test Accuracy,Test PR,Test F1,Test Recall
150,0.6563,0.8993,0.8328,0.7898,0.7633
