Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall
25,0.2149,0.498,0.9235,0.8559,0.9033,0.7146,0.8938,0.6688,0.887,0.6418
26,0.1976,0.5126,0.928,0.8565,0.9116,0.7539,0.8865,0.6965,0.8717,0.67
27,0.1956,0.4777,0.9276,0.8661,0.9123,0.7788,0.9057,0.7366,0.9022,0.7198
28,0.1854,0.4997,0.9348,0.8589,0.9262,0.7497,0.8998,0.6916,0.8872,0.6638
29,0.1788,0.512,0.935,0.8605,0.9266,0.7229,0.9084,0.6786,0.8957,0.6654
30,0.17,0.5242,0.9382,0.8642,0.9466,0.7458,0.9171,0.6791,0.9022,0.6449
31,0.1872,0.4959,0.9326,0.8605,0.911,0.7522,0.8928,0.7114,0.8826,0.6901
32,0.1674,0.4836,0.9405,0.872,0.919,0.7823,0.9002,0.7302,0.8883,0.7084
33,0.1638,0.4737,0.9431,0.8677,0.9071,0.7888,0.9093,0.7347,0.9148,0.7164
34,0.1602,0.5013,0.9429,0.8621,0.9313,0.7615,0.9228,0.7133,0.9165,0.6867
35,0.1439,0.5085,0.948,0.8682,0.9251,0.7883,0.9093,0.7326,0.9006,0.7021
36,0.1447,0.5133,0.9483,0.8704,0.9269,0.7397,0.9228,0.684,0.9239,0.664
37,0.1529,0.5136,0.9454,0.8648,0.9438,0.7683,0.9228,0.7154,0.9077,0.6863
38,0.145,0.5063,0.9475,0.8661,0.9427,0.7606,0.9234,0.6783,0.9115,0.6426
39,0.1342,0.4902,0.9523,0.8682,0.9486,0.7861,0.939,0.7337,0.9317,0.7068
40,0.1386,0.4837,0.9505,0.883,0.9474,0.7861,0.9388,0.7208,0.9336,0.6882
41,0.0881,0.464,0.9695,0.8875,0.9671,0.7787,0.9539,0.7461,0.9449,0.7261
42,0.0591,0.5025,0.9794,0.8897,0.9807,0.7832,0.9809,0.7455,0.9821,0.727
43,0.0519,0.4958,0.9817,0.8886,0.9797,0.7788,0.9766,0.7428,0.9752,0.7267
44,0.0471,0.5369,0.9832,0.8902,0.9743,0.7867,0.9675,0.7536,0.9647,0.7377
45,0.05,0.5299,0.9825,0.8819,0.9819,0.7897,0.9742,0.7501,0.9695,0.7278
46,0.0432,0.5314,0.9851,0.8894,0.9829,0.784,0.9791,0.7306,0.977,0.7044
47,0.0438,0.5341,0.9852,0.8881,0.9829,0.776,0.9806,0.7279,0.9786,0.7095
48,0.0444,0.5485,0.9848,0.8838,0.984,0.7816,0.981,0.7293,0.98,0.701
49,0.0465,0.5484,0.9838,0.8856,0.9784,0.7684,0.979,0.7189,0.9803,0.6944
50,0.0462,0.5544,0.9846,0.8862,0.9885,0.7705,0.9855,0.7316,0.9827,0.7118
51,0.0433,0.5711,0.9857,0.8915,0.9742,0.7925,0.9752,0.7401,0.9777,0.7116
52,0.0457,0.5543,0.9835,0.8913,0.9837,0.7808,0.9805,0.7545,0.9778,0.7401
53,0.0435,0.5578,0.9849,0.8832,0.9808,0.7715,0.9747,0.7396,0.9706,0.7302
54,0.0429,0.5483,0.985,0.8873,0.9829,0.7656,0.9814,0.7248,0.9813,0.6994
55,0.0501,0.5801,0.9832,0.8848,0.9861,0.7729,0.9805,0.7261,0.9764,0.7093
56,0.0433,0.5403,0.9849,0.8894,0.9885,0.7991,0.9861,0.7479,0.9841,0.7245
57,0.0454,0.5625,0.985,0.8867,0.9855,0.7711,0.9837,0.7338,0.9821,0.7227
58,0.0485,0.5643,0.984,0.8851,0.9889,0.7539,0.9866,0.7226,0.9846,0.7188
59,0.047,0.5484,0.9851,0.8854,0.9775,0.7842,0.9704,0.7354,0.9659,0.7116
60,0.0456,0.592,0.9844,0.8851,0.9862,0.776,0.9773,0.7273,0.9705,0.7002
61,0.049,0.5656,0.9831,0.8859,0.9845,0.7714,0.9785,0.7348,0.9744,0.7213
62,0.0478,0.5615,0.9838,0.8832,0.9762,0.7954,0.9649,0.7478,0.957,0.73
63,0.0506,0.5989,0.9828,0.8856,0.968,0.7654,0.9656,0.7218,0.9652,0.6985
64,0.0546,0.534,0.9814,0.8878,0.9713,0.7861,0.9703,0.7395,0.9705,0.72
65,0.0578,0.5325,0.9816,0.8875,0.9741,0.7824,0.972,0.7356,0.9717,0.7117
66,0.0539,0.603,0.9806,0.8873,0.9731,0.787,0.9733,0.7401,0.9741,0.7209
67,0.0478,0.5569,0.9831,0.8873,0.9814,0.7843,0.9762,0.738,0.9741,0.7151
68,0.0447,0.5486,0.9843,0.8873,0.9808,0.788,0.9744,0.733,0.9713,0.703
69,0.0477,0.6056,0.9832,0.8862,0.974,0.7853,0.9664,0.7363,0.9659,0.7071
70,0.0467,0.5921,0.9831,0.8864,0.9806,0.7798,0.9754,0.752,0.972,0.7381
71,0.0477,0.5941,0.9832,0.8854,0.9741,0.7737,0.971,0.7407,0.9684,0.7214
72,0.0471,0.6232,0.9838,0.8856,0.9735,0.7848,0.978,0.7347,0.9842,0.708
73,0.053,0.5924,0.9827,0.8814,0.9658,0.7768,0.9603,0.7485,0.9569,0.7363
74,0.0601,0.5682,0.98,0.8894,0.9832,0.7999,0.9689,0.7468,0.9615,0.7181
75,0.0508,0.5651,0.9825,0.8843,0.9853,0.7587,0.9684,0.7304,0.9584,0.729
76,0.0455,0.6318,0.9841,0.8843,0.9831,0.7888,0.9775,0.7327,0.9733,0.7115
77,0.0451,0.5613,0.9843,0.8921,0.9815,0.7826,0.9782,0.7277,0.977,0.7029
78,0.0437,0.564,0.9851,0.8907,0.9817,0.7673,0.981,0.7466,0.9814,0.7411
79,0.0435,0.5765,0.9844,0.8902,0.9791,0.8054,0.9747,0.753,0.9713,0.7246
80,0.0451,0.562,0.9839,0.8881,0.9812,0.7928,0.9809,0.7617,0.9809,0.7476
81,0.028,0.577,0.9905,0.8913,0.9919,0.7989,0.9871,0.7571,0.9836,0.7383
82,0.0179,0.5695,0.9939,0.8918,0.9921,0.8093,0.9902,0.7661,0.9895,0.7414
83,0.0164,0.5781,0.9948,0.8966,0.989,0.7975,0.9889,0.7685,0.9909,0.7591
84,0.0146,0.5961,0.9955,0.8974,0.9953,0.7926,0.9949,0.7548,0.9946,0.7346
85,0.014,0.5897,0.9954,0.8958,0.9938,0.7701,0.9914,0.74,0.9894,0.7286
86,0.0136,0.6169,0.9963,0.8966,0.9976,0.7738,0.9937,0.7472,0.9903,0.7393
87,0.0119,0.6216,0.996,0.8961,0.9972,0.7969,0.9943,0.7609,0.9924,0.746
88,0.015,0.5958,0.9951,0.8982,0.9906,0.7948,0.9876,0.7607,0.9859,0.7438
89,0.0124,0.5979,0.9964,0.8985,0.9961,0.8046,0.9961,0.7656,0.9961,0.7471
90,0.0111,0.626,0.9963,0.8982,0.9912,0.8018,0.9895,0.7587,0.9884,0.7453
91,0.0126,0.6084,0.996,0.8961,0.993,0.7909,0.9896,0.7593,0.9868,0.7489
92,0.0106,0.6373,0.9965,0.8945,0.996,0.7859,0.9953,0.7493,0.9947,0.7336
93,0.0125,0.6357,0.996,0.8969,0.9963,0.7973,0.9915,0.7484,0.988,0.7305
94,0.011,0.6364,0.9967,0.8993,0.9973,0.8044,0.9962,0.7507,0.9952,0.7338
95,0.0125,0.6257,0.9962,0.8998,0.9967,0.8133,0.9956,0.7625,0.9947,0.7415
96,0.0132,0.6118,0.9955,0.8964,0.9938,0.7922,0.9904,0.7591,0.988,0.7447
97,0.0132,0.6277,0.9955,0.8934,0.9884,0.8057,0.987,0.7614,0.9863,0.7428
98,0.0127,0.6308,0.9958,0.8972,0.9968,0.7882,0.9952,0.7468,0.9938,0.7374
99,0.0127,0.6515,0.9961,0.8972,0.9965,0.7895,0.9943,0.7574,0.9925,0.7509
100,0.0127,0.6691,0.9959,0.8937,0.9957,0.7837,0.9927,0.7542,0.9908,0.7495
101,0.0147,0.6518,0.9952,0.8961,0.9886,0.7655,0.9895,0.7328,0.9913,0.7212
102,0.0158,0.6665,0.9949,0.8915,0.9872,0.8036,0.9879,0.7659,0.9891,0.745
103,0.0192,0.6576,0.9932,0.891,0.986,0.8017,0.9857,0.7507,0.9856,0.7268
104,0.0161,0.6429,0.9944,0.8931,0.9913,0.7911,0.9902,0.76,0.9892,0.746
105,0.018,0.5912,0.9939,0.8948,0.9888,0.8004,0.9893,0.7632,0.99,0.746
106,0.0169,0.5519,0.9943,0.8998,0.9893,0.8002,0.9898,0.7618,0.9909,0.7514
107,0.0153,0.6293,0.9953,0.8964,0.9947,0.8053,0.9921,0.764,0.99,0.7478
108,0.0152,0.6353,0.995,0.891,0.9948,0.7936,0.9946,0.7332,0.9946,0.7106
109,0.0153,0.6102,0.9952,0.8929,0.9962,0.7967,0.9947,0.7594,0.9933,0.744
110,0.0157,0.637,0.9952,0.8977,0.9963,0.8072,0.9926,0.7552,0.9902,0.7302
111,0.0137,0.6813,0.9957,0.8937,0.9955,0.7914,0.995,0.7549,0.9946,0.7396
112,0.015,0.6342,0.9949,0.8958,0.9958,0.7626,0.9912,0.7397,0.9879,0.731
113,0.0176,0.6472,0.9941,0.8921,0.9908,0.792,0.9866,0.7398,0.9838,0.7126
114,0.0179,0.6375,0.9941,0.8953,0.9868,0.8042,0.9848,0.765,0.9841,0.7493
115,0.014,0.6652,0.9955,0.895,0.9956,0.7909,0.9931,0.7591,0.9908,0.7448
116,0.0141,0.6383,0.9951,0.8953,0.9923,0.7965,0.9921,0.7749,0.9922,0.7636
117,0.0164,0.6169,0.9947,0.8939,0.9904,0.8005,0.9852,0.754,0.9822,0.7336
118,0.0163,0.6789,0.9947,0.8929,0.9941,0.7776,0.992,0.7363,0.9903,0.72
119,0.015,0.6619,0.995,0.8918,0.9959,0.8073,0.9948,0.7567,0.9938,0.7328
120,0.016,0.6223,0.995,0.8961,0.9953,0.8069,0.9922,0.7677,0.9902,0.7515
121,0.0108,0.6699,0.9966,0.8958,0.9939,0.8078,0.9948,0.7651,0.9958,0.7503
122,0.0075,0.6827,0.9975,0.8977,0.9982,0.8017,0.9984,0.7593,0.9987,0.7401
123,0.0062,0.6754,0.9982,0.9022,0.9984,0.8163,0.9986,0.7716,0.9988,0.7527
124,0.0066,0.6615,0.9983,0.8982,0.9977,0.8135,0.9985,0.7702,0.9994,0.7503
125,0.0055,0.665,0.9982,0.9001,0.9982,0.8113,0.9939,0.7698,0.9908,0.7559
126,0.005,0.6814,0.9987,0.9006,0.9994,0.8182,0.9955,0.7746,0.9927,0.757
127,0.0049,0.6835,0.9987,0.9001,0.9989,0.8183,0.9989,0.7756,0.999,0.7553
128,0.0058,0.683,0.9982,0.8977,0.9972,0.8148,0.9973,0.7709,0.9974,0.7534
129,0.0057,0.6658,0.9982,0.899,0.9995,0.8181,0.9971,0.7739,0.995,0.755
130,0.0057,0.6882,0.9982,0.9006,0.9986,0.8138,0.9977,0.7727,0.997,0.7582
131,0.0049,0.6828,0.9986,0.8996,0.9992,0.8032,0.999,0.7592,0.9989,0.7494
132,0.0058,0.6804,0.9982,0.8934,0.9989,0.8056,0.9988,0.7642,0.9987,0.7472
133,0.005,0.67,0.9983,0.8956,0.9988,0.8007,0.9984,0.7661,0.9981,0.7493
134,0.0058,0.6561,0.9983,0.9009,0.9993,0.8186,0.9992,0.7701,0.9991,0.7433
135,0.0061,0.6785,0.9985,0.8988,0.9991,0.8084,0.9979,0.7666,0.9969,0.7496
136,0.0054,0.69,0.9986,0.8958,0.9986,0.7987,0.9989,0.7552,0.9993,0.7373
137,0.0056,0.6897,0.9984,0.902,0.999,0.8104,0.9979,0.7732,0.997,0.7655
138,0.006,0.6511,0.9982,0.9044,0.9978,0.8113,0.9971,0.771,0.9968,0.7545
139,0.0057,0.6651,0.9984,0.9014,0.9991,0.8063,0.9983,0.771,0.9976,0.7489
140,0.0052,0.6833,0.9986,0.8985,0.9994,0.8001,0.999,0.7681,0.9986,0.7503
141,0.0045,0.6892,0.9986,0.8993,0.9972,0.8001,0.9946,0.7543,0.9932,0.7395
142,0.0047,0.6882,0.9988,0.8993,0.9947,0.7996,0.9965,0.7586,0.9989,0.7439
143,0.0047,0.6758,0.9985,0.8977,0.9995,0.8062,0.9969,0.7736,0.9945,0.7571
144,0.0061,0.647,0.9979,0.8988,0.998,0.8043,0.9931,0.7721,0.9892,0.7559
145,0.0055,0.6664,0.998,0.9017,0.9943,0.8003,0.9956,0.7628,0.9973,0.7504
146,0.0057,0.6783,0.9984,0.9001,0.9983,0.8084,0.997,0.7703,0.9958,0.7533
147,0.0052,0.7029,0.9982,0.8985,0.9985,0.8037,0.9942,0.7732,0.9909,0.7621
148,0.0067,0.6771,0.9982,0.9001,0.9983,0.8032,0.9918,0.7717,0.9869,0.7569
149,0.0057,0.6755,0.9984,0.8964,0.999,0.7988,0.9968,0.7649,0.9947,0.7538
150,0.0075,0.6652,0.9974,0.8956,0.9965,0.789,0.9938,0.7587,0.9913,0.746
Epoch,Test Loss,Test Accuracy,Test PR,Test F1,Test Recall
150,0.7004,0.9034,0.8159,0.7689,0.7575
