Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall
20,0.2396,0.4658,0.9156,0.8559,0.9082,0.7489,0.8778,0.7233,0.8601,0.7149
21,0.2303,0.4617,0.9149,0.861,0.908,0.7288,0.8848,0.6938,0.8703,0.6885
22,0.2266,0.4613,0.9181,0.8583,0.9144,0.7398,0.8922,0.7148,0.8786,0.7069
23,0.2187,0.4638,0.9219,0.8607,0.9009,0.7278,0.8915,0.6977,0.8873,0.6882
24,0.2073,0.4632,0.9256,0.8685,0.9068,0.7487,0.8917,0.7064,0.8832,0.6887
25,0.2048,0.502,0.9252,0.8613,0.9087,0.7797,0.8901,0.72,0.879,0.6908
26,0.2065,0.5259,0.9269,0.8626,0.9093,0.7621,0.9004,0.7122,0.8949,0.685
27,0.1954,0.4657,0.93,0.8672,0.9327,0.7625,0.9111,0.7489,0.9011,0.7511
28,0.1846,0.4445,0.9326,0.8688,0.9239,0.757,0.9056,0.7275,0.8955,0.7142
29,0.1764,0.4764,0.9368,0.8701,0.9036,0.7757,0.894,0.7396,0.8889,0.7303
30,0.1791,0.4898,0.9376,0.8664,0.927,0.7319,0.9178,0.7039,0.9109,0.6976
31,0.1803,0.4725,0.9367,0.8658,0.915,0.7166,0.9045,0.701,0.8962,0.7041
32,0.1645,0.4709,0.9422,0.8674,0.94,0.7288,0.9265,0.6983,0.917,0.6886
33,0.1586,0.4939,0.9442,0.8688,0.9361,0.7492,0.9212,0.7185,0.911,0.7066
34,0.1521,0.4858,0.9445,0.8672,0.9225,0.7268,0.901,0.6929,0.8866,0.6846
35,0.1545,0.4959,0.9437,0.88,0.9459,0.7278,0.9337,0.6936,0.9253,0.6811
36,0.1493,0.4699,0.9478,0.8715,0.9394,0.7487,0.9206,0.7106,0.91,0.6979
37,0.1452,0.4981,0.9474,0.8672,0.9304,0.7651,0.9175,0.7535,0.909,0.7553
38,0.1454,0.4508,0.9482,0.8803,0.938,0.7621,0.929,0.7334,0.9243,0.7202
39,0.1431,0.4784,0.9487,0.8728,0.9437,0.7385,0.9226,0.7228,0.9114,0.7278
40,0.1358,0.5165,0.9515,0.8709,0.9317,0.7719,0.9278,0.7274,0.9274,0.7147
41,0.0878,0.4642,0.9693,0.8902,0.964,0.7638,0.9536,0.7413,0.9484,0.7399
42,0.0576,0.4822,0.9795,0.8907,0.9717,0.766,0.9658,0.7444,0.9622,0.7409
43,0.0489,0.4912,0.9828,0.8848,0.9849,0.765,0.971,0.7375,0.9616,0.7359
44,0.046,0.479,0.9845,0.8907,0.9688,0.7799,0.9739,0.7565,0.981,0.7533
45,0.0411,0.5037,0.9856,0.8854,0.975,0.7571,0.9727,0.7472,0.9713,0.7478
46,0.0464,0.5106,0.9838,0.8867,0.9784,0.7669,0.9759,0.7402,0.9761,0.74
47,0.045,0.5263,0.9846,0.8859,0.9777,0.7884,0.9783,0.7473,0.98,0.7311
48,0.042,0.5188,0.9853,0.8907,0.975,0.7897,0.9662,0.7449,0.9608,0.7309
49,0.0427,0.5642,0.9847,0.8838,0.9845,0.7603,0.9818,0.7352,0.9797,0.7299
50,0.0418,0.5097,0.9862,0.8889,0.9846,0.7725,0.9779,0.7485,0.9731,0.7432
51,0.0422,0.4874,0.9862,0.8899,0.9734,0.799,0.9732,0.7725,0.9756,0.7576
52,0.04,0.4793,0.9861,0.8897,0.9876,0.7721,0.9858,0.7605,0.9842,0.7577
53,0.0436,0.5293,0.985,0.8915,0.9844,0.7765,0.9797,0.7527,0.9767,0.7422
54,0.043,0.521,0.9851,0.8921,0.9756,0.801,0.973,0.7874,0.9707,0.7863
55,0.0475,0.503,0.9838,0.8889,0.9834,0.7626,0.9765,0.7504,0.9752,0.7503
56,0.0464,0.5248,0.9844,0.8897,0.9892,0.7842,0.9821,0.756,0.9769,0.7512
57,0.0465,0.5275,0.9845,0.887,0.9858,0.8031,0.9795,0.7757,0.9757,0.7718
58,0.0494,0.5408,0.9832,0.8832,0.97,0.755,0.9683,0.7311,0.9691,0.7252
59,0.0488,0.5355,0.9837,0.8883,0.9813,0.7407,0.9706,0.7256,0.9628,0.7356
60,0.0518,0.5399,0.9825,0.8891,0.9749,0.7654,0.9732,0.746,0.9726,0.7421
61,0.0578,0.5354,0.9805,0.8891,0.9798,0.778,0.9725,0.7424,0.9675,0.7238
62,0.0579,0.5658,0.9799,0.883,0.9825,0.7474,0.9759,0.7146,0.9715,0.6981
63,0.057,0.5377,0.9809,0.8878,0.9668,0.767,0.9567,0.7379,0.9495,0.7284
64,0.0519,0.5356,0.9817,0.8886,0.9751,0.7472,0.9613,0.7346,0.9548,0.7382
65,0.0485,0.5425,0.9825,0.8897,0.9847,0.7733,0.9802,0.7574,0.9779,0.7613
66,0.0473,0.5457,0.983,0.8891,0.9779,0.7652,0.9788,0.7412,0.9806,0.7348
67,0.0438,0.5481,0.9845,0.8923,0.979,0.7781,0.9711,0.7616,0.9651,0.7584
68,0.0438,0.5225,0.985,0.8918,0.9855,0.7598,0.9763,0.7494,0.9693,0.7473
69,0.0435,0.5165,0.9848,0.8921,0.9757,0.7788,0.9734,0.7593,0.9718,0.7496
70,0.0516,0.5285,0.9827,0.8899,0.9647,0.7555,0.9658,0.7302,0.9705,0.7201
71,0.0474,0.5393,0.9843,0.8913,0.9848,0.766,0.9693,0.7358,0.9578,0.73
72,0.0396,0.6086,0.9865,0.8894,0.9857,0.7902,0.9843,0.747,0.9843,0.7284
73,0.0407,0.5453,0.9862,0.8921,0.9886,0.7671,0.984,0.7494,0.9805,0.7449
74,0.0427,0.5653,0.9859,0.8931,0.9742,0.7841,0.9671,0.7505,0.9619,0.7359
75,0.0446,0.553,0.9843,0.8929,0.9713,0.7886,0.9671,0.7662,0.966,0.7559
76,0.0496,0.5474,0.983,0.8891,0.9814,0.7839,0.9781,0.7498,0.9757,0.7364
77,0.0537,0.5229,0.9814,0.8915,0.9724,0.7875,0.9652,0.7532,0.9597,0.7319
78,0.0563,0.4943,0.9792,0.8937,0.9735,0.7832,0.97,0.7753,0.9677,0.7755
79,0.042,0.5475,0.986,0.8939,0.979,0.775,0.9723,0.769,0.9681,0.7726
80,0.0414,0.5329,0.9854,0.8931,0.9859,0.8011,0.9845,0.7688,0.9836,0.7554
81,0.0265,0.5431,0.9911,0.8985,0.9927,0.7734,0.9886,0.7614,0.9852,0.762
82,0.0197,0.5265,0.9933,0.8985,0.9882,0.761,0.9872,0.7546,0.9866,0.7581
83,0.0147,0.5584,0.9955,0.8988,0.9946,0.7724,0.9918,0.7602,0.9896,0.7609
84,0.013,0.5505,0.9958,0.8988,0.9954,0.7801,0.9945,0.7714,0.9939,0.7705
85,0.0119,0.5992,0.9965,0.8969,0.9982,0.7597,0.9978,0.7424,0.9975,0.7329
86,0.0122,0.5535,0.9959,0.8953,0.9915,0.7825,0.9896,0.7623,0.9895,0.7555
87,0.011,0.601,0.9968,0.8993,0.9987,0.7634,0.9956,0.754,0.9926,0.755
88,0.0117,0.5672,0.9964,0.9009,0.9953,0.7928,0.9935,0.7801,0.9929,0.7773
89,0.0124,0.5507,0.9959,0.9014,0.991,0.795,0.9913,0.7789,0.9924,0.7729
90,0.0114,0.5598,0.9965,0.9014,0.997,0.7696,0.9958,0.7555,0.9948,0.7516
91,0.0126,0.6106,0.9955,0.8958,0.9892,0.7691,0.9905,0.7499,0.9928,0.7427
92,0.0107,0.5891,0.9967,0.8966,0.9962,0.7812,0.9928,0.7505,0.9907,0.7366
93,0.0107,0.583,0.9969,0.9017,0.9936,0.783,0.9905,0.7758,0.9891,0.7775
94,0.0129,0.5545,0.9962,0.9006,0.9937,0.7849,0.9902,0.7629,0.9879,0.7531
95,0.0138,0.5854,0.9961,0.8998,0.9964,0.7958,0.9954,0.7853,0.9945,0.788
96,0.0117,0.5861,0.9959,0.9006,0.997,0.7549,0.9943,0.7458,0.9919,0.7469
97,0.0126,0.6027,0.9959,0.9028,0.9955,0.7877,0.989,0.7685,0.9842,0.7652
98,0.0141,0.5963,0.9952,0.9009,0.9972,0.7811,0.9958,0.7665,0.9945,0.7708
99,0.0142,0.594,0.9955,0.8982,0.9968,0.7961,0.9965,0.7817,0.9962,0.7767
100,0.0155,0.5594,0.9951,0.9001,0.9964,0.7878,0.9938,0.7737,0.9923,0.7721
101,0.0144,0.6027,0.9959,0.8982,0.9963,0.819,0.9916,0.7999,0.9882,0.7922
102,0.0145,0.593,0.9951,0.8961,0.9913,0.7875,0.9921,0.7572,0.9936,0.7405
103,0.0131,0.5914,0.9954,0.8985,0.9893,0.7739,0.9854,0.7551,0.9825,0.7508
104,0.0151,0.588,0.995,0.8977,0.9971,0.7582,0.9906,0.7348,0.9855,0.7252
105,0.0163,0.5737,0.9942,0.8964,0.989,0.7628,0.985,0.7358,0.9834,0.7249
106,0.0159,0.565,0.9948,0.8974,0.9945,0.7896,0.9907,0.7615,0.9876,0.754
107,0.0157,0.5768,0.9946,0.9004,0.9937,0.7775,0.9937,0.7644,0.9941,0.7606
108,0.0167,0.6037,0.9949,0.8977,0.9947,0.7672,0.9906,0.7515,0.9877,0.747
109,0.0184,0.5983,0.9939,0.8969,0.993,0.7682,0.9883,0.7409,0.9854,0.7271
110,0.0167,0.6007,0.9943,0.8961,0.9962,0.7701,0.9937,0.7578,0.9915,0.7544
111,0.0149,0.6024,0.9951,0.8964,0.9951,0.7505,0.9928,0.7386,0.9911,0.7357
112,0.0131,0.6496,0.995,0.8974,0.9911,0.7799,0.9916,0.7708,0.993,0.7781
113,0.0137,0.6598,0.9957,0.8966,0.9949,0.7641,0.9928,0.7431,0.991,0.7327
114,0.0138,0.5897,0.9958,0.8996,0.9978,0.7676,0.9943,0.7562,0.9919,0.7528
115,0.0149,0.6107,0.9952,0.8956,0.9961,0.7503,0.9938,0.7306,0.9921,0.7204
116,0.0134,0.5941,0.9959,0.895,0.9966,0.7595,0.9941,0.7346,0.9923,0.7266
117,0.0163,0.5982,0.9951,0.8953,0.995,0.764,0.9938,0.7504,0.993,0.752
118,0.0167,0.608,0.9949,0.8969,0.9952,0.7886,0.9949,0.7697,0.9947,0.7662
119,0.0189,0.5968,0.9939,0.8966,0.9938,0.7474,0.9941,0.7358,0.9944,0.7344
120,0.0138,0.634,0.9957,0.8996,0.9974,0.7428,0.9961,0.7148,0.9948,0.7113
121,0.0103,0.6041,0.9967,0.9031,0.9937,0.7625,0.9949,0.7492,0.9963,0.7436
122,0.0074,0.6431,0.9977,0.9012,0.9965,0.7406,0.9965,0.7308,0.9966,0.7291
123,0.0074,0.6345,0.9977,0.9028,0.9985,0.76,0.9946,0.7491,0.9914,0.7467
124,0.0064,0.6185,0.998,0.9025,0.9978,0.7671,0.9973,0.7496,0.9967,0.7477
125,0.0065,0.6229,0.9983,0.9057,0.9985,0.7791,0.9967,0.7677,0.9951,0.7655
126,0.005,0.6204,0.9985,0.9025,0.998,0.7835,0.9968,0.7734,0.9957,0.7727
127,0.006,0.6397,0.9982,0.9012,0.9983,0.7822,0.9981,0.7696,0.9979,0.7712
128,0.0068,0.6271,0.998,0.9017,0.9975,0.7619,0.9954,0.7438,0.9937,0.7363
129,0.0049,0.6396,0.9987,0.9028,0.999,0.7799,0.9984,0.7597,0.9978,0.7505
130,0.0061,0.6237,0.9981,0.9006,0.9971,0.7679,0.9951,0.7542,0.9938,0.7491
131,0.0062,0.6071,0.9983,0.9025,0.9989,0.7772,0.9989,0.7683,0.9989,0.7678
132,0.006,0.6087,0.9984,0.9036,0.9993,0.7776,0.9994,0.7619,0.9994,0.7566
133,0.0052,0.6321,0.9985,0.899,0.9966,0.7731,0.9964,0.7652,0.9962,0.7655
134,0.0059,0.612,0.9982,0.9012,0.9975,0.7626,0.9975,0.7487,0.9977,0.7459
135,0.0053,0.6375,0.9988,0.9028,0.9987,0.7706,0.999,0.7495,0.9993,0.7401
136,0.0043,0.6513,0.9989,0.9025,0.9969,0.7713,0.9977,0.7495,0.9987,0.7397
137,0.0048,0.6405,0.9985,0.9057,0.9981,0.7714,0.9978,0.7511,0.9975,0.7411
138,0.0066,0.6291,0.9978,0.9004,0.9959,0.7666,0.9957,0.7457,0.9955,0.7349
139,0.0051,0.6478,0.9988,0.9006,0.9986,0.7671,0.9989,0.7451,0.9992,0.7335
140,0.0052,0.6466,0.9984,0.9001,0.9984,0.7721,0.997,0.7491,0.9958,0.7377
141,0.0055,0.6427,0.9986,0.9031,0.9989,0.7741,0.9985,0.7575,0.9981,0.7495
142,0.005,0.6199,0.9987,0.9036,0.9996,0.7793,0.9994,0.762,0.9992,0.7546
143,0.0051,0.6497,0.9985,0.9017,0.9993,0.7766,0.9983,0.7645,0.9974,0.7655
144,0.0053,0.6395,0.9983,0.9009,0.9992,0.7683,0.9934,0.7544,0.989,0.7469
145,0.0064,0.6113,0.9982,0.9028,0.9975,0.7725,0.9967,0.7652,0.996,0.7672
146,0.0062,0.6209,0.9978,0.9014,0.9987,0.7887,0.9927,0.7679,0.9878,0.7581
147,0.0055,0.6439,0.9982,0.9025,0.9987,0.7525,0.9944,0.7385,0.9909,0.7322
148,0.0053,0.6285,0.9986,0.906,0.9993,0.7712,0.999,0.7642,0.9987,0.7645
149,0.0063,0.6258,0.998,0.906,0.9969,0.7633,0.9957,0.7515,0.9949,0.7506
150,0.005,0.6474,0.9987,0.9057,0.9985,0.7609,0.9989,0.7537,0.9994,0.7528
Epoch,Test Loss,Test Accuracy,Test PR,Test F1,Test Recall
150,0.6469,0.909,0.8694,0.8341,0.8163
